company,destination,model,powertrain,cohort_year,tailpipe_gco2_km,tailpipe_units,energy_wh_km,energy_units,units,test_cycle,source_id,source_file
kia,NL,SORENTO,HEV,2024,152.0893,56,,0,56,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,NL,SORENTO,PHEV,2024,37.458,417,182.9161,417,417,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,NL,SOUL,BEV,2024,0.0,90,157.0,90,90,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,NL,SPORTAGE,HEV,2024,131.7098,2615,,0,2615,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,NL,SPORTAGE,PHEV,2024,25.7217,1333,174.7299,1333,1333,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,NL,STONIC,HEV,2024,121.9136,2628,,0,2628,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,NL,XCEED,ICE,2024,141.4369,206,,0,206,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,NL,XCEED,PHEV,2024,33.2222,54,124.8333,54,54,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,CEED,HEV,2024,117.6875,16,,0,16,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,CEED,ICE,2024,132.8623,5111,,0,5111,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,CEED,PHEV,2024,31.0593,270,120.6333,270,270,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,EV3,BEV,2024,0.0,107,154.1215,107,107,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,EV6,BEV,2024,0.0,427,179.3372,427,427,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,NIRO,BEV,2024,0.0,374,162.0,374,374,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,NIRO,HEV,2024,101.6709,869,,0,869,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,NIRO,PHEV,2024,19.2264,53,130.7358,53,53,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,PICANTO,ICE,2024,117.8562,1446,,0,1446,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,PROCEED,ICE,2024,138.799,1393,,0,1393,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,RIO,ICE,2024,120.6471,51,,0,51,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,SORENTO,HEV,2024,165.6735,1216,,0,1216,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,SORENTO,ICE,2024,173.0608,263,,0,263,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,SORENTO,PHEV,2024,37.6752,117,183.3504,117,117,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,SOUL,BEV,2024,0.0,12,156.8333,12,12,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,SPORTAGE,HEV,2024,139.606,5406,,0,5406,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,SPORTAGE,ICE,2024,158.0258,8384,,0,8384,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,SPORTAGE,PHEV,2024,25.5031,326,173.181,326,326,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,STONIC,HEV,2024,127.7647,85,,0,85,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,STONIC,ICE,2024,130.7004,2947,,0,2947,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,XCEED,ICE,2024,141.9228,4119,,0,4119,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PL,XCEED,PHEV,2024,37.8723,141,131.8085,141,141,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,CEED,HEV,2024,120.0,139,,0,139,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,CEED,ICE,2024,127.4013,314,,0,314,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,CEED,PHEV,2024,29.0,274,116.0,274,274,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,EV3,BEV,2024,0.0,237,151.3165,237,237,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,EV6,BEV,2024,0.0,275,165.7455,275,275,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,EV9,BEV,2024,0.0,129,210.6822,129,129,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,NIRO,BEV,2024,0.0,337,162.0,337,337,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,NIRO,HEV,2024,105.0,166,,0,166,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,PICANTO,ICE,2024,117.4087,832,,0,832,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,PROCEED,ICE,2024,133.5714,14,,0,14,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,SORENTO,HEV,2024,152.5333,30,,0,30,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,SORENTO,ICE,2024,169.0,6,,0,6,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,SORENTO,PHEV,2024,37.3571,84,182.7143,84,84,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,SPORTAGE,HEV,2024,132.7531,162,,0,162,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,SPORTAGE,ICE,2024,155.8951,410,,0,410,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,SPORTAGE,PHEV,2024,26.1894,417,179.1559,417,417,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,STONIC,HEV,2024,128.3696,46,,0,46,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,STONIC,ICE,2024,132.0236,2541,,0,2541,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,XCEED,HEV,2024,138.0,75,,0,75,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,XCEED,ICE,2024,137.1834,687,,0,687,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,PT,XCEED,PHEV,2024,32.0,324,123.0,324,324,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,CEED,HEV,2024,129.25,24,,0,24,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,CEED,ICE,2024,132.0158,632,,0,632,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,EV3,BEV,2024,0.0,3,155.0,3,3,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,EV6,BEV,2024,0.0,26,174.7692,26,26,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,EV9,BEV,2024,0.0,13,228.0,13,13,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,NIRO,BEV,2024,0.0,31,162.0,31,31,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,NIRO,HEV,2024,101.6818,22,,0,22,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,NIRO,PHEV,2024,20.7143,7,134.4286,7,7,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,PICANTO,ICE,2024,118.5526,38,,0,38,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,PROCEED,HEV,2024,129.0,3,,0,3,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,PROCEED,ICE,2024,145.6,30,,0,30,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,RIO,HEV,2024,119.6667,3,,0,3,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,RIO,ICE,2024,129.3711,97,,0,97,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,SORENTO,HEV,2024,164.6,20,,0,20,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,SORENTO,ICE,2024,173.5556,9,,0,9,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,SORENTO,PHEV,2024,38.0,10,184.0,10,10,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,SOUL,BEV,2024,0.0,1,156.0,1,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,SPORTAGE,HEV,2024,143.679,2112,,0,2112,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,SPORTAGE,ICE,2024,153.7974,385,,0,386,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,SPORTAGE,PHEV,2024,25.322,118,171.7373,118,118,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,STONIC,HEV,2024,125.0,7,,0,7,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,STONIC,ICE,2024,134.7703,209,,0,209,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,XCEED,HEV,2024,137.4242,66,,0,66,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,XCEED,ICE,2024,139.7614,352,,0,352,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,RO,XCEED,PHEV,2024,35.5839,149,128.3758,149,149,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,CEED,ICE,2024,132.3415,1063,,0,1063,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,CEED,PHEV,2024,29.9113,3463,118.0505,3463,3463,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,EV3,BEV,2024,0.0,1401,152.6017,1401,1401,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,EV6,BEV,2024,0.0,2515,172.07,2515,2515,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,EV6 GT,BEV,2024,0.0,2,209.0,2,2,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,EV9,BEV,2024,0.0,1786,225.1187,1786,1786,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,NIRO,BEV,2024,0.0,1154,162.0,1154,1154,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,NIRO,HEV,2024,100.5157,351,,0,351,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,NIRO,PHEV,2024,18.6218,1465,129.6218,1465,1465,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,PICANTO,ICE,2024,117.6642,807,,0,807,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,SORENTO,PHEV,2024,37.0,458,182.0,458,458,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,SPORTAGE,HEV,2024,136.9481,135,,0,135,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,SPORTAGE,ICE,2024,167.3922,204,,0,204,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,SPORTAGE,PHEV,2024,26.4609,3636,180.5726,3636,3636,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,STONIC,HEV,2024,122.9009,686,,0,686,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SE,XCEED,PHEV,2024,38.0,439,132.0,439,439,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,CEED,HEV,2024,121.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,CEED,ICE,2024,131.8164,452,,0,452,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,CEED / 1.0 / T,ICE,2024,134.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,EV3,BEV,2024,0.0,1,150.0,1,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,EV6,BEV,2024,0.0,12,173.6667,12,12,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,EV9,BEV,2024,0.0,4,228.0,4,4,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,NIRO,BEV,2024,0.0,6,162.0,6,6,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,NIRO,HEV,2024,100.6667,3,,0,3,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,PICANTO,ICE,2024,117.7057,265,,0,265,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,PROCEED,ICE,2024,142.7037,27,,0,27,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,RIO,ICE,2024,129.2727,11,,0,11,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,SORENTO,HEV,2024,162.0,18,,0,18,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,SORENTO,ICE,2024,172.7143,21,,0,21,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,SPORTAGE,HEV,2024,145.0341,264,,0,264,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,SPORTAGE,ICE,2024,154.6212,425,,0,425,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,SPORTAGE,PHEV,2024,27.0,3,181.6667,3,3,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,STONIC,HEV,2024,119.0,7,,0,7,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,STONIC,ICE,2024,128.1627,467,,0,467,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SI,XCEED,ICE,2024,141.6611,301,,0,301,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,CEED,HEV,2024,119.1517,145,,0,145,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,CEED,ICE,2024,132.0111,2870,,0,2871,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,CEED,PHEV,2024,29.8571,14,117.9286,14,14,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,EV3,BEV,2024,0.0,7,154.1429,7,7,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,EV6,BEV,2024,0.0,142,178.1056,142,142,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,EV9,BEV,2024,0.0,65,227.2,65,65,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,NIRO,BEV,2024,0.0,44,162.0,44,44,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,NIRO,HEV,2024,104.2941,102,,0,102,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,NIRO,PHEV,2024,20.7143,7,134.5714,7,7,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,PICANTO,ICE,2024,120.8509,114,,0,114,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,PROCEED,ICE,2024,141.505,402,,0,402,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,RIO,ICE,2024,122.0,13,,0,13,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,SORENTO,HEV,2024,161.8553,76,,0,76,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,SORENTO,ICE,2024,172.8357,286,,0,286,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,SORENTO,PHEV,2024,37.4706,17,182.9412,17,17,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,SPORTAGE,HEV,2024,144.7165,1185,,0,1185,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,SPORTAGE,ICE,2024,162.9677,1395,,0,1395,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,SPORTAGE,PHEV,2024,25.5673,104,173.5769,104,104,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,STINGER,ICE,2024,247.0,6,,0,6,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,STONIC,HEV,2024,128.0,8,,0,8,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,STONIC,ICE,2024,128.927,918,,0,918,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,XCEED,HEV,2024,129.0,4,,0,4,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,XCEED,ICE,2024,140.2762,764,,0,764,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,SK,XCEED,PHEV,2024,34.5714,7,126.8571,7,7,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
nissan,AT,NISSAN ARIYA,BEV,2024,0.0,208,193.774,208,208,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,AT,NISSAN JUKE,HEV,2024,109.7595,158,,0,158,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,AT,NISSAN JUKE,ICE,2024,134.4811,449,,0,449,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,AT,NISSAN LEAF 62KWH,BEV,2024,0.0,19,178.0,19,19,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,AT,NISSAN QASHQAI,HEV,2024,141.235,1370,,0,1370,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,AT,NISSAN X-TRAIL,HEV,2024,147.1556,270,,0,270,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,AT,PRIMASTAR,ICE,2024,184.4912,57,,0,57,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,AT,TOWNSTAR,BEV,2024,0.0,31,200.0,31,31,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,AT,TOWNSTAR,ICE,2024,155.6456,237,,0,237,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,NISSAN ARIYA,BEV,2024,0.0,401,183.9501,401,401,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,NISSAN JUKE,HEV,2024,111.4026,1006,,0,1006,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,NISSAN JUKE,ICE,2024,135.1575,1454,,0,1454,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,NISSAN LEAF 40KWH,BEV,2024,0.0,149,167.9866,149,149,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,NISSAN LEAF 62KWH,BEV,2024,0.0,91,178.0,91,91,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,NISSAN MICRA,ICE,2024,126.25,4,,0,4,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,NISSAN QASHQAI,HEV,2024,131.2686,3664,,0,3664,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,NISSAN X-TRAIL,HEV,2024,143.3498,1232,,0,1232,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,PRIMASTAR,ICE,2024,186.9698,232,,0,232,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,TOWNSTAR,BEV,2024,0.0,44,197.8182,44,44,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BE,TOWNSTAR,ICE,2024,154.906,351,,0,351,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BG,NISSAN ARIYA,BEV,2024,0.0,18,195.3333,18,18,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BG,NISSAN JUKE,HEV,2024,112.3429,35,,0,35,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BG,NISSAN JUKE,ICE,2024,138.4264,129,,0,129,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BG,NISSAN LEAF 40KWH,BEV,2024,0.0,3,166.6667,3,3,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BG,NISSAN LEAF 62KWH,BEV,2024,0.0,3,178.0,3,3,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BG,NISSAN MICRA,ICE,2024,121.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BG,NISSAN QASHQAI,HEV,2024,145.0373,724,,0,724,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,BG,NISSAN X-TRAIL,HEV,2024,152.1301,292,,0,292,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CY,NISSAN ARIYA,BEV,2024,0.0,121,181.4711,121,121,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CY,NISSAN JUKE,HEV,2024,112.9308,130,,0,130,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CY,NISSAN JUKE,ICE,2024,138.0627,319,,0,319,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CY,NISSAN LEAF 40KWH,BEV,2024,0.0,1,171.0,1,1,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CY,NISSAN LEAF 62KWH,BEV,2024,0.0,11,178.0,11,11,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CY,NISSAN QASHQAI,HEV,2024,140.8209,670,,0,670,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CY,NISSAN X-TRAIL,HEV,2024,152.5,208,,0,208,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,GT-R,ICE,2024,316.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,NISSAN ARIYA,BEV,2024,0.0,5,203.2,5,5,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,NISSAN JUKE,HEV,2024,111.8571,21,,0,21,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,NISSAN JUKE,ICE,2024,136.2663,169,,0,169,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,NISSAN LEAF 40KWH,BEV,2024,0.0,4,166.5,4,4,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,NISSAN LEAF 62KWH,BEV,2024,0.0,3,178.0,3,3,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,NISSAN QASHQAI,HEV,2024,144.5026,778,,0,778,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,NISSAN X-TRAIL,HEV,2024,145.2551,243,,0,243,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,TOWNSTAR,BEV,2024,0.0,9,199.5556,9,9,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,CZ,TOWNSTAR,ICE,2024,154.5926,54,,0,54,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,,ICE,2024,,0,,0,2,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN,ICE,2024,,0,,0,1,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN ARIYA,BEV,2024,0.0,826,191.6659,826,826,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN JUKE,HEV,2024,110.5914,3221,,0,3221,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN JUKE,ICE,2024,135.241,3452,,0,3452,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN LEAF 40 KWH,BEV,2024,0.0,231,167.1818,231,231,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN LEAF 62 KWH,BEV,2024,0.0,257,178.0,257,257,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN MICRA,ICE,2024,128.1111,9,,0,9,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN PATHFINDER,ICE,2024,,0,,0,1,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN QASHQAI,HEV,2024,134.46,12300,,0,12300,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN QASHQAI,ICE,2024,149.0,2,,0,2,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN X-TRAIL,HEV,2024,146.1249,5150,,0,5150,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,NISSAN Z,ICE,2024,,0,,0,10,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,PATHFINDER,ICE,2024,,0,,0,1,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,PRIMASTAR,ICE,2024,184.0871,1378,,0,1378,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,TOWNSTAR,BEV,2024,0.0,104,196.25,104,104,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,TOWNSTAR,ICE,2024,153.8106,2255,,0,2255,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DE,Z,ICE,2024,,0,,0,3,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DK,NISSAN ARIYA,BEV,2024,0.0,1976,182.082,1976,1976,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DK,NISSAN JUKE,HEV,2024,112.4091,44,,0,44,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DK,NISSAN JUKE,ICE,2024,136.7556,495,,0,495,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DK,NISSAN LEAF 40KWH,BEV,2024,0.0,20,166.9,20,20,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DK,NISSAN LEAF 62KWH,BEV,2024,0.0,23,178.0,23,23,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DK,NISSAN QASHQAI,HEV,2024,143.2058,2750,,0,2750,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DK,NISSAN X-TRAIL,HEV,2024,147.4563,412,,0,412,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,DK,QASHQAI,ICE,2024,143.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,EE,NISSAN ARIYA,BEV,2024,0.0,40,193.9,40,40,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,EE,NISSAN JUKE,HEV,2024,109.375,32,,0,32,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
nissan,EE,NISSAN JUKE,ICE,2024,137.25,48,,0,48,WLTP,eea_co2_monitoring_2024,eea_nissan_2024_final.json
