iso3,submission,indicator,indicator_name,value,source_url,fetched
AFG,indc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AFG,2026-09-07
AFG,first_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AFG,2026-09-07
AFG,indc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AFG,2026-09-07
AFG,first_ndc,ghg_target_type,GHG target type,Baseline scenario target,https://www.climatewatchdata.org/ndcs/country/AFG,2026-09-07
AFG,indc,ghg_target_type,GHG target type,Baseline scenario target,https://www.climatewatchdata.org/ndcs/country/AFG,2026-09-07
AFG,first_ndc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/AFG,2026-09-07
AFG,indc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/AFG,2026-09-07
AGO,first_ndc,coverage_sectors,Sectors covered,"""Based on the last GHG inventory, the selected sectors are defined according to the revised IPCC Guidelines 1996 and cover the entire territory."" Focused sectors: Power generation from renewable sources; and Reforestation.",https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,indc,coverage_sectors,Sectors covered,"""Based on the last GHG inventory, the selected sectors are defined according to the revised IPCC Guidelines 1996 and cover the entire territory."" Focused sectors: Power generation from renewable sources; and Reforestation.",https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,coverage_sectors,Sectors covered,"""The mitigation component identifies measures for the period 2020-2025 in the following sectors: Energy (including Transport); Agriculture, Forestry and Other Land Use; Industry; Waste. The adaptation component identifies measures for the period 2020-2025 in the following sectors: Agriculture and Fisheries; Coastal Zone Forests, Ecosystems and Biodiversity; Water Resources; Human Health; Infrastructures.""",https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,coverage_sectors,Sectors covered,"Energy, IPPU, AFOLU, Waste",https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,first_ndc,ghg_target,GHG target,Up to 35% (uncondtional) to 50% (conditional) reduction in GHG emissions by 2030 as compared to the BAU scenario,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,indc,ghg_target,GHG target,Up to 35% (uncondtional) to 50% (conditional) reduction in GHG emissions by 2030 as compared to the BAU scenario,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,ghg_target,GHG target,"Angola commits to reduce emissions by 14% (unconditional) and an additional 10% (conditional) by 2025, compared to the revised BAU scenario.",https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,ghg_target,GHG target,"Angola commits to reducing emissions by 5% by 2035 compared to 2020 levels (unconditional), and by 11% by 2035 compared to 2020 levels (conditional).",https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,first_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,indc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,ghg_target_base_year,Base year target,Contains Base Year Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,first_ndc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,indc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,ghg_target_baseline,Baseline target,Does Not Contain Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,first_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,indc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,first_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,indc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,first_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,indc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,first_ndc,ghg_target_type,GHG target type,Baseline scenario target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,ghg_target_type,GHG target type,Baseline scenario target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,ghg_target_type,GHG target type,Base year target,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,first_ndc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,indc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,revised_first_ndc,time_target_year,Target year (mitigation),2025,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
AGO,third_ndc,time_target_year,Target year (mitigation),2035,https://www.climatewatchdata.org/ndcs/country/AGO,2026-09-07
ALB,first_ndc,coverage_sectors,Sectors covered,"Energy; Industrial processes ""Having relatively high uncertainty regarding emission data in the LULUCF sector and non-CO 2 greenhouses gas emissions and removals Albania reserves its right to review its INDC until 2020 upon the availably of more accurate data and improved technical conditions regarding land use, land use change and forestry as well as non-CO 2 greenhouse gases and include it in its nationally determined contribution.""",https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,coverage_sectors,Sectors covered,"Energy; Industrial processes ""Having relatively high uncertainty regarding emission data in the LULUCF sector and non-CO 2 greenhouses gas emissions and removals Albania reserves its right to review its INDC until 2020 upon the availably of more accurate data and improved technical conditions regarding land use, land use change and forestry as well as non-CO 2 greenhouse gases and include it in its nationally determined contribution.""",https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,coverage_sectors,Sectors covered,"Energy (excluding international transport), Industrial processes and product use (excluding F-gases), Agriculture, Forest and Other Land Use (FOLU), Waste",https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,first_ndc,ghg_target,GHG target,"Reduce CO2 emissions compared to the baseline scenario in the period of 2016 and 2030 by 11.5%, which means 708 kT carbon-dioxide emission reduction in 2030.",https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,ghg_target,GHG target,"Reduce CO2 emissions compared to the baseline scenario in the period of 2016 and 2030 by 11.5%, which means 708 kT carbon-dioxide emission reduction in 2030.",https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,ghg_target,GHG target,Albania commits to reducing its emissions by 20.9% by 2030 compared to BAU.,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,first_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,first_ndc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,first_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,first_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,first_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,first_ndc,ghg_target_type,GHG target type,Baseline scenario target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,ghg_target_type,GHG target type,Baseline scenario target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,ghg_target_type,GHG target type,Baseline scenario target,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,first_ndc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,indc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
ALB,revised_first_ndc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/ALB,2026-09-07
AND,first_ndc,coverage_sectors,Sectors covered,"Secteurs de l&rsquo;&eacute;nergie et des d&eacute;chets, selon les cat&eacute;gories d&rsquo;inventaire du GIEC 2006. Energy and waste sectors, according to the 2006 IPCC inventory categories.",https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,coverage_sectors,Sectors covered,"Secteurs de l&rsquo;&eacute;nergie et des d&eacute;chets, selon les cat&eacute;gories d&rsquo;inventaire du GIEC 2006. Energy and waste sectors, according to the 2006 IPCC inventory categories.",https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,coverage_sectors,Sectors covered,"Energy (including Electricity, Transport, and Buildings), AFOLU, Waste",https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,coverage_sectors,Sectors covered,"Energy (including Electricity, Transport, and Buildings), AFOLU, Waste",https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,first_ndc,ghg_target,GHG target,37% (193.73 Gg CO2eq) reduction in 2030 compared to the BAU scenario,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,ghg_target,GHG target,37% (193.73 Gg CO2eq) reduction in 2030 compared to the BAU scenario,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,ghg_target,GHG target,Andorra commits to reducing its emissions by 55% by 2030 compared to BAU.,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,ghg_target,GHG target,Andorra commits to reducing greenhouse gas emissions by 63% compared to 2005 levels by 2035.,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,first_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,ghg_target_base_year,Base year target,Contains Base Year Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,first_ndc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,ghg_target_baseline,Baseline target,Does Not Contain Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,first_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,first_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,first_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,first_ndc,ghg_target_type,GHG target type,"Baseline scenario target ""R&eacute;duction absolue par rapport aux &eacute;missions non absorb&eacute;es du sc&eacute;nario Business as usual, d&eacute;finies sur la base du Premier rapport bisannuel de l&rsquo;Andorre &agrave; la Convention cadre de Nations unies sur les changements climatiques (2014)."" Absolute reduction from the unabsorbed emissions of the business-as-usual scenario, defined on the basis of the First Biennial Report of Andorra to the United Nations Framework Convention on Climate Change (2014).",https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,ghg_target_type,GHG target type,"Baseline scenario target ""R&eacute;duction absolue par rapport aux &eacute;missions non absorb&eacute;es du sc&eacute;nario Business as usual, d&eacute;finies sur la base du Premier rapport bisannuel de l&rsquo;Andorre &agrave; la Convention cadre de Nations unies sur les changements climatiques (2014)."" Absolute reduction from the unabsorbed emissions of the business-as-usual scenario, defined on the basis of the First Biennial Report of Andorra to the United Nations Framework Convention on Climate Change (2014).",https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,ghg_target_type,GHG target type,Baseline scenario target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,ghg_target_type,GHG target type,Base year target,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,first_ndc,time_target_year,Target year (mitigation),Du 1er janvier 2016 au 31 d&eacute;cembre 2030. From 1 January 2016 to 31 December 2030.,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,indc,time_target_year,Target year (mitigation),Du 1er janvier 2016 au 31 d&eacute;cembre 2030. From 1 January 2016 to 31 December 2030.,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,revised_first_ndc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
AND,third_ndc,time_target_year,Target year (mitigation),2035,https://www.climatewatchdata.org/ndcs/country/AND,2026-09-07
ARE,first_ndc,coverage_sectors,Sectors covered,"Not Specified; energy sector for the renewable energy target, various sectors mentioned for mitigation actions, such as energy, oil and gas, water, transport, waste, etc.",https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,indc,coverage_sectors,Sectors covered,"Not Specified; energy sector for the renewable energy target, various sectors mentioned for mitigation actions, such as energy, oil and gas, water, transport, waste, etc.",https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,coverage_sectors,Sectors covered,"Energy, Industrial Processes and Product Use, Agriculture, Waste, LULUCF",https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,coverage_sectors,Sectors covered,"Energy, Industrial Processes and Product Use, AFOLU, Waste",https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,ghg_target,GHG target,United Arab Emirates commits to reduce its emissions by 19% by 2030 relative to 2019 levels.,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,ghg_target,GHG target,UAE commits to reduce emissions by 47% from 2019 levels by 2035.,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,first_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,indc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,ghg_target_base_year,Base year target,Contains Base Year Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,ghg_target_base_year,Base year target,Contains Base Year Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,first_ndc,ghg_target_baseline,Baseline target,Does Not Contain Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,indc,ghg_target_baseline,Baseline target,Does Not Contain Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,ghg_target_baseline,Baseline target,Does Not Contain Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,ghg_target_baseline,Baseline target,Does Not Contain Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,first_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,indc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,ghg_target_fixed_level,Fixed level target,Does Not Contain Fixed Level Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,first_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,indc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,ghg_target_intensity,Intensity target,Does Not Contain Intensity Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,first_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,indc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,ghg_target_trajectory,Trajectory target,Does Not Contain Trajectory Target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,ghg_target_type,GHG target type,Base year target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,ghg_target_type,GHG target type,Base year target,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,first_ndc,time_target_year,Target year (mitigation),2021,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,indc,time_target_year,Target year (mitigation),2021,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,second_ndc,time_target_year,Target year (mitigation),2030,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARE,third_ndc,time_target_year,Target year (mitigation),2035,https://www.climatewatchdata.org/ndcs/country/ARE,2026-09-07
ARG,first_ndc,coverage_sectors,Sectors covered,"Energy, industrial processes, agriculture, cattle, land use change, silviculture and waste",https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,indc,coverage_sectors,Sectors covered,Energy; Agriculture; Waste; Industrial Processes; Land use change and forestry,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,second_ndc,coverage_sectors,Sectors covered,All sectors,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,first_ndc,ghg_target,GHG target,"Not exceed a net emission of 483 (unconditional) million tCO2eq by the year 2030; conditional measures, if jointly implemented could bring emissions to 369 million tCO2eq for 2030.",https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,indc,ghg_target,GHG target,15% reduction in GHG emissions by 2030 compared to the BAU scenario,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,second_ndc,ghg_target,GHG target,Argentina commits to an economy wide unconditional cap net emissions of 349 MtCO2e in 2030.,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,first_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,indc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,second_ndc,ghg_target_base_year,Base year target,Does Not Contain Base Year Target,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,first_ndc,ghg_target_baseline,Baseline target,Does Not Contain Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
ARG,indc,ghg_target_baseline,Baseline target,Contains Baseline Scenario Target,https://www.climatewatchdata.org/ndcs/country/ARG,2026-09-07
