gem_unit_id,gem_location_id,country,country_name,plant_name,unit_name,gem_type,fuel_type,fuel_detail,technology,capacity_mw,status,start_year,retired_year,operator,owner,parent,latitude,longitude,capacity_factor,heat_rate_mj_per_kwh,gem_emission_factor_kgco2_per_tj,wiki_url,matched_companies,source_id,source_file
G100000920925,L100000916858,KR,South Korea,Sancheong Duncheolsan wind farm,--,wind,wind,,Onshore,37.0,pre-construction,,,,Electric Power Development Co Ltd [100%],,37.8097,127.7058,,,,https://www.gem.wiki/Sancheong_Duncheolsan_Wind_Power_Plant,jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000811029,L100000808751,KR,South Korea,Sinan (KEPCO) Solar Power Plant,--,utility-scale solar,solar,,PV,200.0,shelved - inferred 2 y,,,,Kansai Electric Power Co; LG Corp; Hoban Industrial Co Ltd; Haedong Construction Co Ltd; Community Owned - Sinan County,,34.8377,126.1042,,,,https://www.gem.wiki/Sinan_(KEPCO)_Solar_Power_Plant,kansai,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000900879,L100000900768,KR,South Korea,Taegisan wind farm,--,wind,wind,,Onshore,40.0,operating,2008,,Eurus Energy,Eurus Energy [100%],,37.6044,128.2809,,,,https://www.gem.wiki/Taegisan_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000602405,L100000602375,LA,Laos,Nam Ngiep 1 hydroelectric plant,,hydropower,hydro,,conventional storage,290.0,operating,2019,,Nam Ngiep 1 Power,Electricity Generating Authority of Thailand (EGAT) [30%]; Kansai Electric Power Co [45%]; Lao Holdings State Enterprise [25%],,18.647,103.542,,,,https://www.gem.wiki/Nam_Ngiep_1_hydroelectric_plant,kansai,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000602433,L100000602403,LA,Laos,Xe Pian Xe Namnoy hydroelectric plant,,hydropower,hydro,,conventional storage,410.0,operating,2019,,Xe-Pian Xe-Namnoy Power,Lao Holdings State Enterprise [26%]; Korea Western Power Co Ltd [25%]; SK Engineering & Construction CO LTD (SK E&C) [24%]; Ratchaburi Electricity Generating Co Ltd [25%],,15.026,106.606,,,,https://www.gem.wiki/Xe_Pian_Xe_Namnoy_hydroelectric_plant,kowepo;sk_ecoplant,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000108700,L100000103053,MA,Morocco,Safi power station,Unit 1,coal,coal,coal: unknown,ultra-supercritical,693.0,operating,2018,,,Safi Energy Company SA [100%],Nareva Holding SA [50.7%]; Mitsui & Co Ltd [30.0%]; ENGIE SA [19.3%],32.149115,-9.282294,,,,https://www.gem.wiki/Safi_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000108701,L100000103053,MA,Morocco,Safi power station,Unit 2,coal,coal,coal: unknown,ultra-supercritical,693.0,operating,2018,,,Safi Energy Company SA [100%],Nareva Holding SA [50.7%]; Mitsui & Co Ltd [30.0%]; ENGIE SA [19.3%],32.149115,-9.282294,,,,https://www.gem.wiki/Safi_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000200987,L100000103053,MA,Morocco,Safi power station,--,bioenergy,bioenergy,bioenergy: agricultural waste (solids),,4.6,operating,2007,,,Safi Energy Company SA [100%],Nareva Holding SA [50.7%]; Mitsui & Co Ltd [30.0%]; ENGIE SA [19.3%],32.149115,-9.282294,,,,https://www.gem.wiki/Safi_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000410167,L100000407724,ME,Montenegro,Bar gas power station,1,oil/gas,gas,fossil gas: LNG,gas turbine,440.0,announced,,,,JERA Co Inc [100%],Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],42.090755,19.097452,,,,https://www.gem.wiki/Bar_gas_power_station,jera,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100149,L100000103010,MG,Madagascar,Ambatovy Nickel power station,Unit 1,coal,coal,coal: unknown,subcritical,40.0,operating,2011,,,Dynatec Madagascar SA [100%],Sumitomo Corp [54.2%]; Korea Mine Rehabilitation & Mineral Resources Corp [45.8%],-18.20196,49.35628,,,,https://www.gem.wiki/Ambatovy_Nickel_power_station,sumitomo_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100150,L100000103010,MG,Madagascar,Ambatovy Nickel power station,Unit 2,coal,coal,coal: unknown,subcritical,40.0,operating,2011,,,Dynatec Madagascar SA [100%],Sumitomo Corp [54.2%]; Korea Mine Rehabilitation & Mineral Resources Corp [45.8%],-18.20196,49.35628,,,,https://www.gem.wiki/Ambatovy_Nickel_power_station,sumitomo_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100151,L100000103010,MG,Madagascar,Ambatovy Nickel power station,Unit 3,coal,coal,coal: unknown,subcritical,40.0,operating,2011,,,Dynatec Madagascar SA [100%],Sumitomo Corp [54.2%]; Korea Mine Rehabilitation & Mineral Resources Corp [45.8%],-18.20196,49.35628,,,,https://www.gem.wiki/Ambatovy_Nickel_power_station,sumitomo_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000919417,L100000915710,MK,North Macedonia,Stip wind farm,--,wind,wind,,Onshore,100.0,cancelled - inferred 4 y,,,Korea South-East Power; Samsung Heavy Industries CO LTD (SHI),Samsung Heavy Industries CO LTD (SHI); Korea South-East Power Co Ltd; Macedonian government; European Bank for Reconstruction and Development,,41.7375,22.1936,,,,https://www.gem.wiki/Stip_wind_farm,koen,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000404370,L100000405327,MM,Myanmar,Ahlone (Toyo Thai) power station,1-1,oil/gas,gas,fossil gas: natural gas,combined cycle,121.0,operating,2013,,,Toyo Thai Power Myanmar Co Ltd [50%]; Shikoku Electric Power Co Inc [50%],Shikoku Electric Power Co Inc [64.2%]; TTCL PCL [21.5%]; The Chugoku Electric Power Co Inc [14.2%],16.778587,96.130801,,,,https://www.gem.wiki/Ahlone_(Toyo_Thai)_power_station,chugoku;shikoku,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405940,L100000405327,MM,Myanmar,Ahlone (Toyo Thai) power station,2-1,oil/gas,gas,fossil gas: LNG,combined cycle,388.0,shelved,,,,Toyo Thai Power Myanmar Co Ltd [100%],TTCL PCL [43.0%]; Shikoku Electric Power Co Inc [28.5%]; The Chugoku Electric Power Co Inc [28.5%],16.778587,96.130801,,,,https://www.gem.wiki/Ahlone_(Toyo_Thai)_power_station,chugoku;shikoku,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000411300,L100000408086,MM,Myanmar,Max Power (Thakayta) power station,1,oil/gas,gas,fossil gas: natural gas,internal combustion,50.0,operating,2013,,,Maxpower Thaketa Co Ltd [100%],MAXpower Group [56.0%]; Mitsui & Co Ltd [44.0%],16.811622,96.226606,,,,https://www.gem.wiki/Max_Power_(Thakayta)_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107408,L100000103065,MM,Myanmar,Nga Yoke Kaung power station,--,coal,coal,coal: unknown,ultra-supercritical,300.0,cancelled,,,,Mitsubishi Corporation Energy Solutions Ltd [50%]; A1 Group Inc [50%],A1 Group Inc [50.0%]; Mitsubishi Corp [50.0%],16.537778,94.693611,,,,https://www.gem.wiki/Nga_Yoke_Kaung_power_station,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405943,L100000405956,MM,Myanmar,Thilawa (Sumitomo) power station,1,oil/gas,gas,fossil gas: LNG,combined cycle,1250.0,cancelled,,,,Sumitomo Corp [50%]; Mitsui & Co Ltd [25%]; Marubeni Corp [25%]; Eden Group Co Ltd [0%],Sumitomo Corp [50.0%]; Marubeni Corp [25.0%]; Mitsui & Co Ltd [25.0%]; Eden Group Co Ltd [0.0%],16.658502,96.262303,,,,https://www.gem.wiki/Thilawa_(Sumitomo)_power_station,marubeni;sumitomo_corp;mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109989,L100000103039,MN,Mongolia,Tavan Tolgoi power station (Marubeni),Unit 1,coal,coal,coal: unknown,unknown,150.0,cancelled,2023,,,Marubeni Corp [100%],Marubeni Corp [100.0%],43.625,105.474167,,,,https://www.gem.wiki/Tavan_Tolgoi_power_station_(Marubeni),marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109990,L100000103039,MN,Mongolia,Tavan Tolgoi power station (Marubeni),Unit 4,coal,coal,coal: unknown,unknown,150.0,cancelled,,,,Marubeni Corp [100%],Marubeni Corp [100.0%],43.625,105.474167,,,,https://www.gem.wiki/Tavan_Tolgoi_power_station_(Marubeni),marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000113091,L100000103039,MN,Mongolia,Tavan Tolgoi power station (Marubeni),Unit 2,coal,coal,coal: unknown,unknown,150.0,cancelled,2023,,,Marubeni Corp [100%],Marubeni Corp [100.0%],43.625,105.474167,,,,https://www.gem.wiki/Tavan_Tolgoi_power_station_(Marubeni),marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000113092,L100000103039,MN,Mongolia,Tavan Tolgoi power station (Marubeni),Unit 3,coal,coal,coal: unknown,unknown,150.0,cancelled,2023,,,Marubeni Corp [100%],Marubeni Corp [100.0%],43.625,105.474167,,,,https://www.gem.wiki/Tavan_Tolgoi_power_station_(Marubeni),marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000808629,L100000807275,MX,Mexico,Abril Photovoltaic Solar Project,--,utility-scale solar,solar,,PV,134.6,operating,2022,,Helios Generacion,Tokyo Gas Co Ltd; ENGIE SA,,30.828,-112.672,,,,https://www.gem.wiki/Abril_Photovoltaic_Solar_Project,tokyo_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000906982,L100000905281,MX,Mexico,Coromuel wind farm,--,wind,wind,,Onshore,56.0,operating,,,Eurus Energy,Eurus Energy [100%],,24.0885,-110.6285,,,,https://www.gem.wiki/Coromuel_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000808681,L100000807303,MX,Mexico,El Mayo Photovoltaic solar farm,--,utility-scale solar,solar,,PV,126.0,operating,2021,,Korea Electric Power,Korea Electric Power Corp; Sprott Korea,,26.887,-109.362,,,,https://www.gem.wiki/El_Mayo_Photovoltaic_solar_farm,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000808682,L100000807304,MX,Mexico,Horus Photovoltaic solar farm,--,utility-scale solar,solar,,PV,119.0,operating,2023,,Korea Electric Power,Recurrent Energy LLC [49%]; Korea Electric Power Corp [15%]; Sprott Korea [36%],,22.099,-102.3201,,,,https://www.gem.wiki/Horus_Photovoltaic_solar_farm,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000406382,L100000406237,MX,Mexico,Norte II power station,1,oil/gas,gas,fossil gas: natural gas,combined cycle,433.0,operating,2014,,,KST Electric Power Company SAPI de CV [100%],Korea Electric Power Corp [56.0%]; Samsung C&T Corp [34.0%]; Techint SA de CV [10.0%],28.442228,-105.917716,,,,https://www.gem.wiki/Norte_II_power_station,kepco;samsung_ct,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000906678,L100000905149,MX,Mexico,Pacifico wind farm (Mexico),--,wind,wind,,Onshore,160.0,operating,2013,,EDF Renewables,Mitsui & Co Ltd; EDF Renewables,,16.438,-95.0271,,,,https://www.gem.wiki/Pacifico_wind_farm_(Mexico),mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000808683,L100000807305,MX,Mexico,Tastiota Photovoltaic solar farm,--,utility-scale solar,solar,,PV,125.0,operating,2021,,Korea Electric Power,Korea Electric Power Corp; Sprott Korea,,28.3495,-111.3413,,,,https://www.gem.wiki/Tastiota_Photovoltaic_solar_farm,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000808628,L100000807274,MX,Mexico,Trompezón solar farm,--,utility-scale solar,solar,,PV,126.0,operating,,,Helios Generacion,Tokyo Gas Co Ltd; ENGIE SA,,21.7231,-102.1753,,,,https://www.gem.wiki/Trompezón_solar_farm,tokyo_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000406438,L100000406258,MX,Mexico,Tuxpan II power station,1,oil/gas,gas,"fossil gas: natural gas, fossil liquids: diesel",combined cycle,495.0,operating,2001,,NAES,Electricidad Águila de Tuxpan S de RL de CV [100%],Kyushu Electric Power Co Inc [50.0%]; Mitsubishi Corp [50.0%],20.843577,-97.240505,,,,https://www.gem.wiki/Tuxpan_II_power_station,mitsubishi_corp;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000406435,L100000406260,MX,Mexico,Tuxpan V power station,1,oil/gas,gas,fossil gas: natural gas,combined cycle,495.0,operating,2006,,NAES,Electricidad Sol de Tuxpan S de RL de CV [100%],Kyushu Electric Power Co Inc [50.0%]; Mitsubishi Corp [50.0%],20.845278,-97.244167,,,,https://www.gem.wiki/Tuxpan_V_power_station,mitsubishi_corp;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000406433,L100000406261,MX,Mexico,Valladolid III power station,1,oil/gas,gas,fossil gas: natural gas,combined cycle,525.0,operating,2006,,,Compania de Generacion Valladolid S de RL de CV [100%],Mitsui & Co Ltd [50.0%]; Chubu Electric Power Co Inc [25.0%]; Tokyo Electric Power Co [25.0%],20.693056,-88.267497,,,,https://www.gem.wiki/Valladolid_III_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000801025,L100000800891,MY,Malaysia,Chuping (Hanwha) solar farm,--,utility-scale solar,solar,,PV,30.0,operating,2020,,,Hanwha Energy Corp; Konsortium Beseri Jaya SDN BHD (KBJ),,6.5415,100.2967,,,,https://www.gem.wiki/Chuping_(Hanwha)_solar_farm,hanwha_energy,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000105181,L100000103015,MY,Malaysia,Jimah East power station,Unit 1,coal,coal,coal: bituminous,ultra-supercritical,1000.0,operating,2019,2044,,Jimah East Power Sdn Bhd [100%],Tenaga Nasional Bhd [70.0%]; Mitsui & Co Ltd [15.0%]; The Chugoku Electric Power Co Inc [15.0%],2.590259,101.724593,,,,https://www.gem.wiki/Jimah_East_power_station,mitsui;chugoku,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000105182,L100000103015,MY,Malaysia,Jimah East power station,Unit 2,coal,coal,coal: bituminous,ultra-supercritical,1000.0,operating,2019,2044,,Jimah East Power Sdn Bhd [100%],Tenaga Nasional Bhd [70.0%]; Mitsui & Co Ltd [15.0%]; The Chugoku Electric Power Co Inc [15.0%],2.590259,101.724593,,,,https://www.gem.wiki/Jimah_East_power_station,mitsui;chugoku,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000404367,L100000405308,MY,Malaysia,Palua Indah power station,1,oil/gas,gas,fossil gas: natural gas,combined cycle,600.0,operating,2025,,,Worldwide Holdings Bhd [75%]; Korea Electric Power Corp [25%],Perbadanan Kemajuan Negeri Selangor [75.0%]; Korea Electric Power Corp [25.0%],2.940219,101.262108,,,,https://www.gem.wiki/Palua_Indah_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000404368,L100000405308,MY,Malaysia,Palua Indah power station,2,oil/gas,gas,fossil gas: natural gas,combined cycle,600.0,operating,2025,,,Worldwide Holdings Bhd [75%]; Korea Electric Power Corp [25%],Perbadanan Kemajuan Negeri Selangor [75.0%]; Korea Electric Power Corp [25.0%],2.940219,101.262108,,,,https://www.gem.wiki/Palua_Indah_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000801448,L100000801263,MY,Malaysia,Pekan (Hanwha Energy) solar farm,--,utility-scale solar,solar,,PV,155.0,operating,2022,,Tenaga Nasional,Hanwha Energy Corp [100%],,3.5429,103.3984,,,,https://www.gem.wiki/Pekan_(Hanwha_Energy)_solar_farm,hanwha_energy,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100020,L100000103058,MZ,Mozambique,ACWA Moatize power station,Unit 1,coal,coal,coal: unknown,unknown,270.0,cancelled,,,,ACWA Power Moatize Termoelectrica SA [100%],ACWA Power Co [29.0%]; Mitsui & Co Ltd [29.0%]; Vale SA [29.0%]; Whatana Investment Group [8.0%]; Electricidade de Moçambique EP [5.0%],-16.167807,33.789454,,,,https://www.gem.wiki/ACWA_Moatize_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100021,L100000103058,MZ,Mozambique,ACWA Moatize power station,Unit 2,coal,coal,coal: unknown,unknown,300.0,cancelled,,,,ACWA Power Moatize Termoelectrica SA [100%],ACWA Power Co [29.0%]; Mitsui & Co Ltd [29.0%]; Vale SA [29.0%]; Whatana Investment Group [8.0%]; Electricidade de Moçambique EP [5.0%],-16.167807,33.789454,,,,https://www.gem.wiki/ACWA_Moatize_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000602544,L100000602513,MZ,Mozambique,Mphanda Nkuwa hydroelectric plant,,hydropower,hydro,,run-of-river,1500.0,pre-construction,2031,,,Sumitomo Corp [30%]; TotalEnergies SE [30%]; EDF Renewables [40%],,-15.9998,33.4347,,,,https://www.gem.wiki/Mphanda_Nkuwa_hydroelectric_plant,sumitomo_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407164,L100000406784,NG,Nigeria,Egbin power station,1,oil/gas,gas,fossil gas: natural gas,steam turbine,220.0,operating,1985,,,Egbin Power PLC [100%],KEPCO Energy Resources Ltd [70.0%]; Bureau of Public Enterprises (Nigeria) [24.0%]; Ministry of Finance Incorporated (Nigeria) [6.0%],6.563713,3.615082,,,,https://www.gem.wiki/Egbin_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407165,L100000406784,NG,Nigeria,Egbin power station,2,oil/gas,gas,fossil gas: natural gas,steam turbine,220.0,operating,1985,,,Egbin Power PLC [100%],KEPCO Energy Resources Ltd [70.0%]; Bureau of Public Enterprises (Nigeria) [24.0%]; Ministry of Finance Incorporated (Nigeria) [6.0%],6.563713,3.615082,,,,https://www.gem.wiki/Egbin_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407166,L100000406784,NG,Nigeria,Egbin power station,3,oil/gas,gas,fossil gas: natural gas,steam turbine,220.0,operating,1985,,,Egbin Power PLC [100%],KEPCO Energy Resources Ltd [70.0%]; Bureau of Public Enterprises (Nigeria) [24.0%]; Ministry of Finance Incorporated (Nigeria) [6.0%],6.563713,3.615082,,,,https://www.gem.wiki/Egbin_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407167,L100000406784,NG,Nigeria,Egbin power station,4,oil/gas,gas,fossil gas: natural gas,steam turbine,220.0,operating,1985,,,Egbin Power PLC [100%],KEPCO Energy Resources Ltd [70.0%]; Bureau of Public Enterprises (Nigeria) [24.0%]; Ministry of Finance Incorporated (Nigeria) [6.0%],6.563713,3.615082,,,,https://www.gem.wiki/Egbin_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407168,L100000406784,NG,Nigeria,Egbin power station,5,oil/gas,gas,fossil gas: natural gas,steam turbine,220.0,operating,1985,,,Egbin Power PLC [100%],KEPCO Energy Resources Ltd [70.0%]; Bureau of Public Enterprises (Nigeria) [24.0%]; Ministry of Finance Incorporated (Nigeria) [6.0%],6.563713,3.615082,,,,https://www.gem.wiki/Egbin_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407169,L100000406784,NG,Nigeria,Egbin power station,6,oil/gas,gas,fossil gas: natural gas,steam turbine,220.0,operating,1985,,,Egbin Power PLC [100%],KEPCO Energy Resources Ltd [70.0%]; Bureau of Public Enterprises (Nigeria) [24.0%]; Ministry of Finance Incorporated (Nigeria) [6.0%],6.563713,3.615082,,,,https://www.gem.wiki/Egbin_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407170,L100000406784,NG,Nigeria,Egbin power station,B,oil/gas,gas,fossil gas: LNG,gas turbine,1800.0,shelved - inferred 2 y,,,,Egbin Power PLC [100%],KEPCO Energy Resources Ltd [70.0%]; Bureau of Public Enterprises (Nigeria) [24.0%]; Ministry of Finance Incorporated (Nigeria) [6.0%],6.563713,3.615082,,,,https://www.gem.wiki/Egbin_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100001001502,L100001001109,NL,Netherlands,Borssele III & IV offshore wind farm,1,wind,wind,,Offshore hard mount,360.0,operating,2021,,Blauwwind Consortium,INPEX Corp; Nuveen Infrastructure [15%]; Royal Van Oord [10%]; Octopus Energy [10%]; Luxcara GmbH; Eneco NV [10%]; Diamond Generating Corp [15%]; Shell PLC [20%],,52.6878,4.2486,,,,https://www.gem.wiki/Borssele_III_&_IV_offshore_wind_farm,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100001001503,L100001001109,NL,Netherlands,Borssele III & IV offshore wind farm,2,wind,wind,,Offshore hard mount,380.0,operating,2021,,Blauwwind Consortium,INPEX Corp; Nuveen Infrastructure [15%]; Royal Van Oord [10%]; Octopus Energy [10%]; Luxcara GmbH; Eneco NV [10%]; Diamond Generating Corp [15%]; Shell PLC [20%],,52.6878,4.2486,,,,https://www.gem.wiki/Borssele_III_&_IV_offshore_wind_farm,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000915732,L100000912601,NL,Netherlands,Deil Windpark,2,wind,wind,,Onshore,21.0,operating,2020,,Yard Energy Group,Pure Energy; Eurus Energy; Burgerwind COOP,,51.855,5.2333,,,,https://www.gem.wiki/Deil_Windpark,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000200272,L100000200240,NL,Netherlands,Eneco Bio Golden Raand power station,1,bioenergy,bioenergy,bioenergy: wood & other biomass (solids),,49.0,operating,2013,,Valmet,Eneco NV [100%],Mitsubishi Corp [80.0%]; Chubu Electric Power Co Inc [20.0%],53.3125,6.9844,,,,https://www.gem.wiki/Eneco_Bio_Golden_Raand_power_station,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000919565,L100000915830,NL,Netherlands,Eneco Luchterduinen wind farm,--,wind,wind,,Offshore hard mount,129.0,operating,2015,,Eneco,Eneco; Mitsubishi Corporation Energy Solutions Ltd,,52.4032,4.1652,,,,https://www.gem.wiki/Eneco_Luchterduinen_wind_farm,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000400522,L100000400522,NL,Netherlands,Enecogen power station,U10,oil/gas,gas,fossil gas: natural gas,combined cycle,435.0,operating,2011,,,EP Netherlands BV [50%]; Eneco NV [50%],Energetický a průmyslový holding AS [50.0%]; Mitsubishi Corp [40.0%]; Chubu Electric Power Co Inc [10.0%],51.957,4.0916,,,,https://www.gem.wiki/Enecogen_power_station,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000400523,L100000400522,NL,Netherlands,Enecogen power station,U20,oil/gas,gas,fossil gas: natural gas,combined cycle,435.0,operating,2011,,,EP Netherlands BV [50%]; Eneco NV [50%],Energetický a průmyslový holding AS [50.0%]; Mitsubishi Corp [40.0%]; Chubu Electric Power Co Inc [10.0%],51.957,4.0916,,,,https://www.gem.wiki/Enecogen_power_station,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000409937,L100000407615,NL,Netherlands,Lage Weide 6 power station,1,oil/gas,gas,fossil gas: natural gas,combined cycle,248.0,operating,1995,,,Eneco Warmteproductie Utrecht BV [100%],Mitsubishi Corp [80.0%]; Chubu Electric Power Co Inc [20.0%],52.101944,5.071389,,,,https://www.gem.wiki/Lage_Weide_6_power_station,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000919566,L100000915831,NL,Netherlands,Luchterduinen wind farm,--,wind,wind,,Offshore hard mount,129.0,operating,2015,,Eneco,Eneco; Mitsubishi Corporation Energy Solutions Ltd,,52.3717,3.8833,,,,https://www.gem.wiki/Luchterduinen_wind_farm,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000925203,L100000920511,NL,Netherlands,Mauve wind farm,--,wind,wind,,Onshore,30.0,operating,2021,,,Eurus Energy [100%],,53.2164,6.7921,,,,https://www.gem.wiki/Mauve_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000400547,L100000400546,NL,Netherlands,Merwedekanaal power station,12,oil/gas,gas,fossil gas: natural gas,combined cycle,224.0,operating,1989,2030,,Eneco Warmteproductie Utrecht BV [100%],Mitsubishi Corp [80.0%]; Chubu Electric Power Co Inc [20.0%],52.1017,5.0794,,,,https://www.gem.wiki/Merwedekanaal_power_station,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000917534,L100000914140,NL,Netherlands,Mondriaan wind farm,--,wind,wind,,Onshore,39.0,operating,2021,,,Eurus Energy [100%],,53.3326,6.9135,,,,https://www.gem.wiki/Mondriaan_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000925208,L100000920513,NL,Netherlands,N33 wind farm,4,wind,wind,,Onshore,58.0,operating,2020,,,Eurus Energy [100%],,53.1438,6.9272,,,,https://www.gem.wiki/N33_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000910908,L100000908217,NL,Netherlands,Van Gogh Windpark,--,wind,wind,,Onshore,10.0,operating,,,Eurus Energy,Eurus Energy [100%],,51.617,4.6307,,,,https://www.gem.wiki/Van_Gogh_Windpark,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000925252,L100000920549,NL,Netherlands,Vermeer wind farm,--,wind,wind,,Onshore,86.0,operating,2021,,,Eurus Energy [100%],,53.0892,6.9671,,,,https://www.gem.wiki/Vermeer_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100001001606,L100001001205,NO,Norway,GoliatVind Offshore wind farm,--,wind,wind,,Offshore floating,75.0,pre-construction,2027,,,Kansai Electric Power Co; Source Galileo; Vår Energi AS; Odfjell Oceanwind,,70.8424,23.7296,,,,https://www.gem.wiki/GoliatVind_Offshore_wind_farm,kansai,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
