market,company,destination,model,powertrain,scenario,cohort_year,units,lifetime_years,vkt_km,vkt_tier,test_cycle,real_world_factor,e_prod_year0_kgco2e,e_ref_year0_kgco2e,ti_per_vehicle_kgco2e,ti_tco2e
EU27,hyundai,CZ,I 30,HEV,S1,2024,3154,16,10618.247,A,WLTP,1.211,1745.7533,1812.621,167.2837,527.6129
EU27,hyundai,CZ,I 30,ICE,S1,2024,5588,16,10618.247,A,WLTP,1.191,1715.0349,1812.621,658.7786,3681.255
EU27,hyundai,CZ,I10,ICE,S1,2024,773,16,10618.247,A,WLTP,1.191,1483.0898,1812.621,4369.9005,3377.9331
EU27,hyundai,CZ,I20,HEV,S1,2024,3,16,10618.247,A,WLTP,1.211,1534.4708,1812.621,3547.8043,10.6434
EU27,hyundai,CZ,I20,ICE,S1,2024,1736,16,10618.247,A,WLTP,1.191,1545.8902,1812.621,3365.0937,5841.8027
EU27,hyundai,CZ,IONIQ5,BEV,S1,2024,146,16,10618.247,A,WLTP,1.0,817.3786,1812.621,17710.8974,2585.791
EU27,hyundai,CZ,IONIQ6,BEV,S1,2024,31,16,10618.247,A,WLTP,1.0,688.7036,1812.621,19346.288,599.7349
EU27,hyundai,CZ,KONA KAUAI,BEV,S1,2024,310,16,10618.247,A,WLTP,1.0,662.7108,1812.621,19676.6419,6099.759
EU27,hyundai,CZ,KONA KAUAI,HEV,S1,2024,37,16,10618.247,A,WLTP,1.211,1364.4119,1812.621,6268.7458,231.9436
EU27,hyundai,CZ,KONA KAUAI,ICE,S1,2024,747,16,10618.247,A,WLTP,1.191,1786.6371,1812.621,-486.8577,-363.6827
EU27,hyundai,CZ,SANTA FE,HEV,S1,2024,145,16,10618.247,A,WLTP,1.211,2125.5864,1812.621,-5910.0451,-856.9565
EU27,hyundai,CZ,SANTA FE,ICE,S1,2024,33,16,10618.247,A,WLTP,1.191,2234.1858,1812.621,-7647.6359,-252.372
EU27,hyundai,CZ,STARIA,HEV,S1,2024,9,16,10618.247,A,WLTP,1.211,2211.6959,1812.621,-7287.798,-65.5902
EU27,hyundai,CZ,STARIA,ICE,S1,2024,154,16,10618.247,A,WLTP,1.191,2876.9584,1812.621,-17931.9974,-2761.5276
EU27,hyundai,CZ,TUCSON,ICE,S1,2024,2,16,10618.247,A,WLTP,1.191,1947.5352,1812.621,-3061.226,-6.1225
EU27,hyundai,CZ,TUCSON IX35,HEV,S1,2024,3205,16,10618.247,A,WLTP,1.211,1896.3634,1812.621,-2242.4773,-7187.1396
EU27,hyundai,CZ,TUCSON IX35,ICE,S1,2024,2312,16,10618.247,A,WLTP,1.191,1973.3425,1812.621,-3474.1439,-8032.2207
EU27,hyundai,DE,BAYON,HEV,S1,2024,2799,15,12041.874,A,WLTP,1.211,1742.835,1810.3985,-3462.4149,-9691.2992
EU27,hyundai,DE,BAYON,ICE,S1,2024,1626,15,12041.874,A,WLTP,1.191,1785.0252,1810.3985,-4095.2681,-6658.906
EU27,hyundai,DE,BC3,ICE,S1,2024,2,15,12041.874,A,WLTP,1.191,2093.9132,1810.3985,-8728.589,-17.4572
EU27,hyundai,DE,G70 GENESIS G70,ICE,S1,2024,119,15,12041.874,A,WLTP,1.191,2785.2158,1810.3985,-19098.1277,-2272.6772
EU27,hyundai,DE,G80 GENESIS G80,BEV,S1,2024,16,15,12041.874,A,WLTP,1.0,773.6733,1810.3985,13836.5985,221.3856
EU27,hyundai,DE,G80 GENESIS G80,ICE,S1,2024,28,15,12041.874,A,WLTP,1.191,2930.8633,1810.3985,-21282.8394,-595.9195
EU27,hyundai,DE,G90 GENESIS G90,HEV,S1,2024,35,15,12041.874,A,WLTP,1.211,3629.0107,1810.3985,-31755.0503,-1111.4268
EU27,hyundai,DE,GENESIS RS4,ICE,S1,2024,1,15,12041.874,A,WLTP,1.191,4532.0314,1810.3985,-45300.3612,-45.3004
EU27,hyundai,DE,GV60 GENESIS GV60,BEV,S1,2024,110,15,12041.874,A,WLTP,1.0,752.4625,1810.3985,14079.0497,1548.6955
EU27,hyundai,DE,GV70 GENESIS GV70,BEV,S1,2024,124,15,12041.874,A,WLTP,1.0,780.5659,1810.3985,13757.8126,1705.9688
EU27,hyundai,DE,GV70 GENESIS GV70,ICE,S1,2024,460,15,12041.874,A,WLTP,1.191,2915.8588,1810.3985,-21057.7724,-9686.5753
EU27,hyundai,DE,GV80 GENESIS GV80,ICE,S1,2024,126,15,12041.874,A,WLTP,1.191,3485.4161,1810.3985,-29601.132,-3729.7426
EU27,hyundai,DE,I 30,HEV,S1,2024,7647,15,12041.874,A,WLTP,1.211,1971.4,1810.3985,-6890.8899,-52694.6353
EU27,hyundai,DE,I 30,ICE,S1,2024,3771,15,12041.874,A,WLTP,1.191,1898.8623,1810.3985,-5802.8257,-21882.4556
EU27,hyundai,DE,I 30 N,ICE,S1,2024,2735,15,12041.874,A,WLTP,1.191,2705.3173,1810.3985,-17899.6493,-48955.5407
EU27,hyundai,DE,I10,ICE,S1,2024,15021,15,12041.874,A,WLTP,1.191,1718.0644,1810.3985,-3090.8567,-46427.758
EU27,hyundai,DE,I20,HEV,S1,2024,4421,15,12041.874,A,WLTP,1.211,1719.3437,1810.3985,-3110.0456,-13749.5115
EU27,hyundai,DE,I20,ICE,S1,2024,5642,15,12041.874,A,WLTP,1.191,1734.0871,1810.3985,-3331.1978,-18794.6177
EU27,hyundai,DE,I20 N,ICE,S1,2024,1792,15,12041.874,A,WLTP,1.191,2266.0157,1810.3985,-11310.1258,-20267.7455
EU27,hyundai,DE,INSTER,BEV,S1,2024,28,15,12041.874,A,WLTP,1.0,606.8466,1810.3985,15743.5188,440.8185
EU27,hyundai,DE,IONIQ,HEV,S1,2024,1,15,12041.874,A,WLTP,1.211,1531.1844,1810.3985,-287.657,-0.2877
EU27,hyundai,DE,IONIQ5,BEV,S1,2024,6449,15,12041.874,A,WLTP,1.0,700.9601,1810.3985,14667.7497,94592.3176
EU27,hyundai,DE,IONIQ5 N,BEV,S1,2024,1171,15,12041.874,A,WLTP,1.0,858.7368,1810.3985,12864.2754,15064.0664
EU27,hyundai,DE,IONIQ6,BEV,S1,2024,2450,15,12041.874,A,WLTP,1.0,614.5757,1810.3985,15655.1717,38355.1706
EU27,hyundai,DE,KONA,HEV,S1,2024,3,15,12041.874,A,WLTP,1.211,3339.4403,1810.3985,-27411.4956,-82.2345
EU27,hyundai,DE,KONA KAUAI,BEV,S1,2024,6505,15,12041.874,A,WLTP,1.0,613.9037,1810.3985,15662.853,101886.8588
EU27,hyundai,DE,KONA KAUAI,HEV,S1,2024,2601,15,12041.874,A,WLTP,1.211,1551.8161,1810.3985,-597.1313,-1553.1385
EU27,hyundai,DE,KONA KAUAI,ICE,S1,2024,4389,15,12041.874,A,WLTP,1.191,2039.3697,1810.3985,-7910.4354,-34718.901
EU27,hyundai,DE,KONA N KAUAI N,ICE,S1,2024,84,15,12041.874,A,WLTP,1.191,2782.3231,1810.3985,-19054.7364,-1600.5979
EU27,hyundai,DE,MX5 PHEV,HEV,S1,2024,1,15,12041.874,A,WLTP,1.211,2595.7222,1810.3985,-16255.7233,-16.2557
EU27,hyundai,DE,NX4,HEV,S1,2024,4,15,12041.874,A,WLTP,1.211,2329.5877,1810.3985,-12263.7067,-49.0548
EU27,hyundai,DE,NX4,ICE,S1,2024,2,15,12041.874,A,WLTP,1.191,3176.7245,1810.3985,-24970.7584,-49.9415
EU27,hyundai,DE,NX4E,ICE,S1,2024,1,15,12041.874,A,WLTP,1.191,3026.1349,1810.3985,-22711.9136,-22.7119
EU27,hyundai,DE,SANTA FE,HEV,S1,2024,731,15,12041.874,A,WLTP,1.211,2353.203,1810.3985,-12617.9353,-9223.7107
EU27,hyundai,DE,SANTA FE,ICE,S1,2024,119,15,12041.874,A,WLTP,1.191,2493.6771,1810.3985,-14725.0473,-1752.2806
EU27,hyundai,DE,STARIA,HEV,S1,2024,266,15,12041.874,A,WLTP,1.211,2508.2259,1810.3985,-14943.2795,-3974.9123
EU27,hyundai,DE,STARIA,ICE,S1,2024,1598,15,12041.874,A,WLTP,1.191,3223.7616,1810.3985,-25676.3139,-41030.7496
EU27,hyundai,DE,STARIA PREMIUM,ICE,S1,2024,661,15,12041.874,A,WLTP,1.191,3266.6481,1810.3985,-26319.6114,-17397.2631
EU27,hyundai,DE,SX2,HEV,S1,2024,3,15,12041.874,A,WLTP,1.211,1813.1163,1810.3985,-4516.6353,-13.5499
EU27,hyundai,DE,SX2,ICE,S1,2024,6,15,12041.874,A,WLTP,1.191,2882.7162,1810.3985,-20560.6329,-123.3638
EU27,hyundai,DE,TUCSON,HEV,S1,2024,2,15,12041.874,A,WLTP,1.211,2391.5643,1810.3985,-13193.3544,-26.3867
EU27,hyundai,DE,TUCSON IX35,HEV,S1,2024,16018,15,12041.874,A,WLTP,1.211,2094.3891,1810.3985,-8735.7266,-139928.868
EU27,hyundai,DE,TUCSON IX35,ICE,S1,2024,2198,15,12041.874,A,WLTP,1.191,2218.2773,1810.3985,-10594.0505,-23285.7231
EU27,hyundai,DE,US4,HEV,S1,2024,5,15,12041.874,A,WLTP,1.211,4864.7917,1810.3985,-50291.7659,-251.4588
EU27,hyundai,DK,BAYON,ICE,S1,2024,49,15,12059.225,C,WLTP,1.191,1770.1095,1874.9633,-4947.3587,-242.4206
EU27,hyundai,DK,I 30,HEV,S1,2024,24,15,12059.225,C,WLTP,1.211,1997.668,1874.9633,-8360.7357,-200.6577
EU27,hyundai,DK,I 30,ICE,S1,2024,173,15,12059.225,C,WLTP,1.191,1877.0917,1874.9633,-6552.0922,-1133.512
EU27,hyundai,DK,I10,ICE,S1,2024,776,15,12059.225,C,WLTP,1.191,1592.2051,1874.9633,-2278.7921,-1768.3427
EU27,hyundai,DK,I20,ICE,S1,2024,763,15,12059.225,C,WLTP,1.191,1729.3213,1874.9633,-4335.5362,-3308.0141
EU27,hyundai,DK,I20 N,ICE,S1,2024,2,15,12059.225,C,WLTP,1.191,2269.2809,1874.9633,-12434.9302,-24.8699
EU27,hyundai,DK,IONIQ,BEV,S1,2024,1,15,12059.225,C,WLTP,1.0,270.1375,1874.9633,19416.683,19.4167
EU27,hyundai,DK,IONIQ 5,BEV,S1,2024,1,15,12059.225,C,WLTP,1.0,270.1375,1874.9633,19416.683,19.4167
EU27,hyundai,DK,IONIQ5,BEV,S1,2024,790,15,12059.225,C,WLTP,1.0,273.1023,1874.9633,19392.6734,15320.212
EU27,hyundai,DK,IONIQ6,BEV,S1,2024,377,15,12059.225,C,WLTP,1.0,241.0837,1874.9633,19651.9633,7408.7902
EU27,hyundai,DK,KONA KAUAI,BEV,S1,2024,1141,15,12059.225,C,WLTP,1.0,238.8872,1874.9633,19669.7511,22443.186
EU27,hyundai,DK,KONA KAUAI,ICE,S1,2024,252,15,12059.225,C,WLTP,1.191,1932.5599,1874.9633,-7384.114,-1860.7967
EU27,hyundai,DK,STARIA PREMIUM,ICE,S1,2024,1,15,12059.225,C,WLTP,1.191,3188.4833,1874.9633,-26222.9662,-26.223
EU27,hyundai,DK,TUCSON IX35,HEV,S1,2024,198,15,12059.225,C,WLTP,1.211,2118.9417,1874.9633,-10179.841,-2015.6085
EU27,hyundai,DK,TUCSON IX35,ICE,S1,2024,15,15,12059.225,C,WLTP,1.191,2174.4882,1874.9633,-11013.039,-165.1956
EU27,hyundai,EE,BAYON,HEV,S1,2024,33,24,7387.618,A,WLTP,1.211,1074.1108,1593.7613,831.2898,27.4326
EU27,hyundai,EE,BAYON,ICE,S1,2024,16,24,7387.618,A,WLTP,1.191,1094.3324,1593.7613,345.9696,5.5355
EU27,hyundai,EE,G90 GENESIS G90,HEV,S1,2024,1,24,7387.618,A,WLTP,1.211,2200.8157,1593.7613,-26209.6277,-26.2096
EU27,hyundai,EE,I 30,HEV,S1,2024,20,24,7387.618,A,WLTP,1.211,1103.5391,1593.7613,125.0104,2.5002
EU27,hyundai,EE,I 30,ICE,S1,2024,26,24,7387.618,A,WLTP,1.191,1158.7148,1593.7613,-1199.2075,-31.1794
EU27,hyundai,EE,I 30 N,ICE,S1,2024,1,24,7387.618,A,WLTP,1.191,1680.5427,1593.7613,-13723.0761,-13.7231
EU27,hyundai,EE,I10,ICE,S1,2024,3,24,7387.618,A,WLTP,1.191,959.0532,1593.7613,3592.6725,10.778
EU27,hyundai,EE,I20,HEV,S1,2024,12,24,7387.618,A,WLTP,1.211,1056.421,1593.7613,1255.8432,15.0701
EU27,hyundai,EE,I20,ICE,S1,2024,65,24,7387.618,A,WLTP,1.191,1068.9686,1593.7613,954.7027,62.0557
EU27,hyundai,EE,I20 N,ICE,S1,2024,4,24,7387.618,A,WLTP,1.191,1390.1871,1593.7613,-6754.5431,-27.0182
EU27,hyundai,EE,IONIQ5,BEV,S1,2024,61,24,7387.618,A,WLTP,1.0,450.2211,1593.7613,20439.1686,1246.7893
EU27,hyundai,EE,IONIQ5 N,BEV,S1,2024,9,24,7387.618,A,WLTP,1.0,537.9028,1593.7613,19237.3935,173.1365
EU27,hyundai,EE,IONIQ6,BEV,S1,2024,19,24,7387.618,A,WLTP,1.0,406.4985,1593.7613,21038.4356,399.7303
EU27,hyundai,EE,KONA KAUAI,BEV,S1,2024,27,24,7387.618,A,WLTP,1.0,376.7387,1593.7613,21446.3256,579.0508
EU27,hyundai,EE,KONA KAUAI,HEV,S1,2024,40,24,7387.618,A,WLTP,1.211,944.7404,1593.7613,3936.179,157.4472
EU27,hyundai,EE,KONA N KAUAI N,ICE,S1,2024,1,24,7387.618,A,WLTP,1.191,1706.9386,1593.7613,-14356.5791,-14.3566
EU27,hyundai,EE,SANTA FE,HEV,S1,2024,29,24,7387.618,A,WLTP,1.211,1487.2629,1593.7613,-9084.3617,-263.4465
