market,country,segment,cohort_year,scenario,t,calendar_year,r_fleet,r_power,fleet_intensity_gco2_km,e_ref_kgco2_per_vehicle,grid_kgco2_per_kwh
JP,JP,freight,2024,S1,8,2032,0.018873226,0.018722933,394.162036,4033.497046,0.415591629
JP,JP,freight,2024,S1,9,2033,0.018873226,0.018722933,394.162036,3957.371944,0.407810535
JP,JP,freight,2024,S1,10,2034,0.018873226,0.018722933,394.162036,3882.683569,0.400175126
JP,JP,freight,2024,S1,11,2035,0.018873226,0.018722933,394.162036,3809.404805,0.392682674
JP,JP,freight,2024,S1,12,2036,0.018873226,0.018722933,394.162036,3737.509047,0.385330502
JP,JP,freight,2024,S1,13,2037,0.018873226,0.018722933,394.162036,3666.970194,0.378115985
JP,JP,freight,2024,S1,14,2038,0.018873226,0.018722933,394.162036,3597.762637,0.371036545
JP,JP,freight,2024,S1,15,2039,0.018873226,0.018722933,394.162036,3529.86125,0.364089653
JP,JP,freight,2024,S1,16,2040,0.018873226,0.018722933,394.162036,3463.24138,0.357272826
JP,JP,freight,2024,S1,17,2041,0.018873226,0.018722933,394.162036,3397.878843,0.350583631
JP,JP,freight,2024,S1,18,2042,0.018873226,0.018722933,394.162036,3333.749908,0.344019677
JP,JP,freight,2024,S2,0,2024,0.067639509,0.069923208,394.162036,4697.650735,0.48343
JP,JP,freight,2024,S2,1,2025,0.067639509,0.069923208,394.162036,4379.903946,0.449627024
JP,JP,freight,2024,S2,2,2026,0.067639509,0.069923208,394.162036,4083.649394,0.41818766
JP,JP,freight,2024,S2,3,2027,0.067639509,0.069923208,394.162036,3807.433354,0.388946637
JP,JP,freight,2024,S2,4,2028,0.067639509,0.069923208,394.162036,3549.900431,0.36175024
JP,JP,freight,2024,S2,5,2029,0.067639509,0.069923208,394.162036,3309.786909,0.336455503
JP,JP,freight,2024,S2,6,2030,0.067639509,0.069923208,394.162036,3085.914548,0.312929455
JP,JP,freight,2024,S2,7,2031,0.067639509,0.069923208,394.162036,2877.184803,0.291048424
JP,JP,freight,2024,S2,8,2032,0.067639509,0.069923208,394.162036,2682.573436,0.270697384
JP,JP,freight,2024,S2,9,2033,0.067639509,0.069923208,394.162036,2501.125485,0.251769355
JP,JP,freight,2024,S2,10,2034,0.067639509,0.069923208,394.162036,2331.950586,0.234164834
JP,JP,freight,2024,S2,11,2035,0.067639509,0.069923208,394.162036,2174.218593,0.217791277
JP,JP,freight,2024,S2,12,2036,0.067639509,0.069923208,394.162036,2027.155515,0.202562613
JP,JP,freight,2024,S2,13,2037,0.067639509,0.069923208,394.162036,1890.039711,0.188398785
JP,JP,freight,2024,S2,14,2038,0.067639509,0.069923208,394.162036,1762.198353,0.175225337
JP,JP,freight,2024,S2,15,2039,0.067639509,0.069923208,394.162036,1643.004122,0.16297302
JP,JP,freight,2024,S2,16,2040,0.067639509,0.069923208,394.162036,1531.87213,0.151577423
JP,JP,freight,2024,S2,17,2041,0.067639509,0.069923208,394.162036,1428.257051,0.140978644
JP,JP,freight,2024,S2,18,2042,0.067639509,0.069923208,394.162036,1331.650445,0.131120965
JP,JP,passenger_car,2025,S1,0,2025,0.018873226,0.018722933,169.996903,1378.158942,0.47726
JP,JP,passenger_car,2025,S1,1,2026,0.018873226,0.018722933,169.996903,1352.148637,0.468324293
JP,JP,passenger_car,2025,S1,2,2027,0.018873226,0.018722933,169.996903,1326.62923,0.459555889
JP,JP,passenger_car,2025,S1,3,2028,0.018873226,0.018722933,169.996903,1301.591457,0.450951655
JP,JP,passenger_car,2025,S1,4,2029,0.018873226,0.018722933,169.996903,1277.026227,0.442508517
JP,JP,passenger_car,2025,S1,5,2030,0.018873226,0.018722933,169.996903,1252.924623,0.43422346
JP,JP,passenger_car,2025,S1,6,2031,0.018873226,0.018722933,169.996903,1229.277893,0.426093523
JP,JP,passenger_car,2025,S1,7,2032,0.018873226,0.018722933,169.996903,1206.077454,0.418115802
JP,JP,passenger_car,2025,S1,8,2033,0.018873226,0.018722933,169.996903,1183.314881,0.410287448
JP,JP,passenger_car,2025,S1,9,2034,0.018873226,0.018722933,169.996903,1160.981912,0.402605664
JP,JP,passenger_car,2025,S1,10,2035,0.018873226,0.018722933,169.996903,1139.070438,0.395067705
JP,JP,passenger_car,2025,S1,11,2036,0.018873226,0.018722933,169.996903,1117.572504,0.387670879
JP,JP,passenger_car,2025,S1,12,2037,0.018873226,0.018722933,169.996903,1096.480306,0.380412543
JP,JP,passenger_car,2025,S1,13,2038,0.018873226,0.018722933,169.996903,1075.786185,0.373290104
JP,JP,passenger_car,2025,S1,14,2039,0.018873226,0.018722933,169.996903,1055.482629,0.366301019
JP,JP,passenger_car,2025,S1,15,2040,0.018873226,0.018722933,169.996903,1035.562267,0.359442789
JP,JP,passenger_car,2025,S2,0,2025,0.067639509,0.069923208,169.996903,1378.158942,0.47726
JP,JP,passenger_car,2025,S2,1,2026,0.067639509,0.069923208,169.996903,1284.940948,0.44388845
JP,JP,passenger_car,2025,S2,2,2027,0.067639509,0.069923208,169.996903,1198.028173,0.412850345
JP,JP,passenger_car,2025,S2,3,2028,0.067639509,0.069923208,169.996903,1116.994136,0.383982525
JP,JP,passenger_car,2025,S2,4,2029,0.067639509,0.069923208,169.996903,1041.441201,0.357133235
JP,JP,passenger_car,2025,S2,5,2030,0.067639509,0.069923208,169.996903,970.998629,0.332161333
JP,JP,passenger_car,2025,S2,6,2031,0.067639509,0.069923208,169.996903,905.320759,0.308935547
JP,JP,passenger_car,2025,S2,7,2032,0.067639509,0.069923208,169.996903,844.085307,0.287333783
JP,JP,passenger_car,2025,S2,8,2033,0.067639509,0.069923208,169.996903,786.991792,0.267242483
JP,JP,passenger_car,2025,S2,9,2034,0.067639509,0.069923208,169.996903,733.760053,0.248556031
JP,JP,passenger_car,2025,S2,10,2035,0.067639509,0.069923208,169.996903,684.128883,0.231176196
JP,JP,passenger_car,2025,S2,11,2036,0.067639509,0.069923208,169.996903,637.854742,0.215011615
JP,JP,passenger_car,2025,S2,12,2037,0.067639509,0.069923208,169.996903,594.71056,0.199977313
JP,JP,passenger_car,2025,S2,13,2038,0.067639509,0.069923208,169.996903,554.48463,0.185994258
JP,JP,passenger_car,2025,S2,14,2039,0.067639509,0.069923208,169.996903,516.979562,0.172988943
JP,JP,passenger_car,2025,S2,15,2040,0.067639509,0.069923208,169.996903,482.011318,0.160893001
JP,JP,freight,2025,S1,0,2025,0.018873226,0.018722933,394.162036,4697.650735,0.47726
JP,JP,freight,2025,S1,1,2026,0.018873226,0.018722933,394.162036,4608.990911,0.468324293
JP,JP,freight,2025,S1,2,2027,0.018873226,0.018722933,394.162036,4522.004384,0.459555889
JP,JP,freight,2025,S1,3,2028,0.018873226,0.018722933,394.162036,4436.659574,0.450951655
JP,JP,freight,2025,S1,4,2029,0.018873226,0.018722933,394.162036,4352.925495,0.442508517
JP,JP,freight,2025,S1,5,2030,0.018873226,0.018722933,394.162036,4270.771748,0.43422346
JP,JP,freight,2025,S1,6,2031,0.018873226,0.018722933,394.162036,4190.168508,0.426093523
JP,JP,freight,2025,S1,7,2032,0.018873226,0.018722933,394.162036,4111.086511,0.418115802
JP,JP,freight,2025,S1,8,2033,0.018873226,0.018722933,394.162036,4033.497046,0.410287448
JP,JP,freight,2025,S1,9,2034,0.018873226,0.018722933,394.162036,3957.371944,0.402605664
JP,JP,freight,2025,S1,10,2035,0.018873226,0.018722933,394.162036,3882.683569,0.395067705
JP,JP,freight,2025,S1,11,2036,0.018873226,0.018722933,394.162036,3809.404805,0.387670879
JP,JP,freight,2025,S1,12,2037,0.018873226,0.018722933,394.162036,3737.509047,0.380412543
JP,JP,freight,2025,S1,13,2038,0.018873226,0.018722933,394.162036,3666.970194,0.373290104
JP,JP,freight,2025,S1,14,2039,0.018873226,0.018722933,394.162036,3597.762637,0.366301019
JP,JP,freight,2025,S1,15,2040,0.018873226,0.018722933,394.162036,3529.86125,0.359442789
JP,JP,freight,2025,S1,16,2041,0.018873226,0.018722933,394.162036,3463.24138,0.352712966
JP,JP,freight,2025,S1,17,2042,0.018873226,0.018722933,394.162036,3397.878843,0.346109145
JP,JP,freight,2025,S1,18,2043,0.018873226,0.018722933,394.162036,3333.749908,0.339628966
JP,JP,freight,2025,S2,0,2025,0.067639509,0.069923208,394.162036,4697.650735,0.47726
JP,JP,freight,2025,S2,1,2026,0.067639509,0.069923208,394.162036,4379.903946,0.44388845
JP,JP,freight,2025,S2,2,2027,0.067639509,0.069923208,394.162036,4083.649394,0.412850345
JP,JP,freight,2025,S2,3,2028,0.067639509,0.069923208,394.162036,3807.433354,0.383982525
JP,JP,freight,2025,S2,4,2029,0.067639509,0.069923208,394.162036,3549.900431,0.357133235
JP,JP,freight,2025,S2,5,2030,0.067639509,0.069923208,394.162036,3309.786909,0.332161333
JP,JP,freight,2025,S2,6,2031,0.067639509,0.069923208,394.162036,3085.914548,0.308935547
JP,JP,freight,2025,S2,7,2032,0.067639509,0.069923208,394.162036,2877.184803,0.287333783
JP,JP,freight,2025,S2,8,2033,0.067639509,0.069923208,394.162036,2682.573436,0.267242483
JP,JP,freight,2025,S2,9,2034,0.067639509,0.069923208,394.162036,2501.125485,0.248556031
JP,JP,freight,2025,S2,10,2035,0.067639509,0.069923208,394.162036,2331.950586,0.231176196
JP,JP,freight,2025,S2,11,2036,0.067639509,0.069923208,394.162036,2174.218593,0.215011615
JP,JP,freight,2025,S2,12,2037,0.067639509,0.069923208,394.162036,2027.155515,0.199977313
JP,JP,freight,2025,S2,13,2038,0.067639509,0.069923208,394.162036,1890.039711,0.185994258
JP,JP,freight,2025,S2,14,2039,0.067639509,0.069923208,394.162036,1762.198353,0.172988943
JP,JP,freight,2025,S2,15,2040,0.067639509,0.069923208,394.162036,1643.004122,0.160893001
JP,JP,freight,2025,S2,16,2041,0.067639509,0.069923208,394.162036,1531.87213,0.149642846
JP,JP,freight,2025,S2,17,2042,0.067639509,0.069923208,394.162036,1428.257051,0.139179338
JP,JP,freight,2025,S2,18,2043,0.067639509,0.069923208,394.162036,1331.650445,0.129447472
