cohort_year,market,country,dataset,parameter,value,observation_year,lag_years,status,tier,source_id,note
2024,EU27,BE,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,BE,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,BE,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,BE,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,BE,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,BE,vehicle_usage,lifetime_years (passenger_car),14,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BE,vehicle_usage,mean_age_years (passenger_car),9.275069112780614,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BE,vehicle_usage,stock (passenger_car),6099089.0,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BE,vehicle_usage,vkt_km (passenger_car),14501.790758619809,2017,7,stale,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BG,country_emissions,fleet_intensity_gco2_km (passenger_car),166.07843214305126,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BG,country_emissions,grid_gco2_kwh (passenger_car),278.85,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BG,emission_targets,r_fleet (S1),-0.01883563,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,BG,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,BG,emission_targets,r_power (S1),0.048669116,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,BG,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,BG,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,BG,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,BG,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,BG,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,BG,vehicle_usage,lifetime_years (passenger_car),19,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BG,vehicle_usage,mean_age_years (passenger_car),12.355719274017453,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BG,vehicle_usage,stock (passenger_car),3116742.0,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,BG,vehicle_usage,vkt_km (passenger_car),12059.225470942853,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CY,country_emissions,fleet_intensity_gco2_km (passenger_car),169.67147120965515,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CY,country_emissions,grid_gco2_kwh (passenger_car),511.23,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CY,emission_targets,r_fleet (S1),0.019422804,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,CY,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,CY,emission_targets,r_power (S1),0.018447962,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,CY,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,CY,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,CY,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,CY,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,CY,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,CY,vehicle_usage,lifetime_years (passenger_car),21,2024,0,current,B,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CY,vehicle_usage,mean_age_years (passenger_car),14.08331106226065,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CY,vehicle_usage,stock (passenger_car),647327.0,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CY,vehicle_usage,vkt_km (passenger_car),12059.225470942853,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CZ,country_emissions,fleet_intensity_gco2_km (passenger_car),170.70812185441739,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CZ,country_emissions,grid_gco2_kwh (passenger_car),414.23,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CZ,emission_targets,r_fleet (S1),0.004232049,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,CZ,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,CZ,emission_targets,r_power (S1),0.031649383,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,CZ,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,CZ,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,CZ,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,CZ,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,CZ,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,CZ,vehicle_usage,lifetime_years (passenger_car),16,2015,9,stale,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CZ,vehicle_usage,mean_age_years (passenger_car),10.969479695878025,2015,9,stale,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CZ,vehicle_usage,stock (passenger_car),6638172.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,CZ,vehicle_usage,vkt_km (passenger_car),10618.247011376023,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DE,country_emissions,fleet_intensity_gco2_km (passenger_car),150.34192508112622,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DE,country_emissions,grid_gco2_kwh (passenger_car),336.38,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DE,emission_targets,r_fleet (S1),0.026324785,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,DE,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,DE,emission_targets,r_power (S1),0.040232496,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,DE,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,DE,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,DE,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,DE,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,DE,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,DE,vehicle_usage,lifetime_years (passenger_car),15,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DE,vehicle_usage,mean_age_years (passenger_car),10.121447340638065,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DE,vehicle_usage,stock (passenger_car),49339166.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DE,vehicle_usage,vkt_km (passenger_car),12041.87358983733,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DK,country_emissions,fleet_intensity_gco2_km (passenger_car),155.4795831685091,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DK,country_emissions,grid_gco2_kwh (passenger_car),131.77,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DK,emission_targets,r_fleet (S1),0.039001227,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,DK,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,DK,emission_targets,r_power (S1),0.09656685,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,DK,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,DK,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,DK,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,DK,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,DK,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,DK,vehicle_usage,lifetime_years (passenger_car),15,2024,0,current,B,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DK,vehicle_usage,mean_age_years (passenger_car),9.69261518012471,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DK,vehicle_usage,stock (passenger_car),2864904.0,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,DK,vehicle_usage,vkt_km (passenger_car),12059.225470942853,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,EE,country_emissions,fleet_intensity_gco2_km (passenger_car),215.73412872498733,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,EE,country_emissions,grid_gco2_kwh (passenger_car),343.45,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,EE,emission_targets,r_fleet (S1),0.033370734,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,EE,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,EE,emission_targets,r_power (S1),0.053425938,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,EE,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,EE,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,EE,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,EE,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,EE,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,EE,vehicle_usage,lifetime_years (passenger_car),24,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,EE,vehicle_usage,mean_age_years (passenger_car),15.789019002697588,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,EE,vehicle_usage,stock (passenger_car),869666.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,EE,vehicle_usage,vkt_km (passenger_car),7387.617770477943,2023,1,behind,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,ES,country_emissions,fleet_intensity_gco2_km (passenger_car),162.37959594866146,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,ES,country_emissions,grid_gco2_kwh (passenger_car),146.22,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,ES,emission_targets,r_fleet (S1),0.022924754,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,ES,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,ES,emission_targets,r_power (S1),0.081472819,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,ES,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,ES,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,ES,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,ES,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,ES,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,ES,vehicle_usage,lifetime_years (passenger_car),21,2024,0,current,B,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,ES,vehicle_usage,mean_age_years (passenger_car),13.750396483693553,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,ES,vehicle_usage,stock (passenger_car),26700972.0,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,ES,vehicle_usage,vkt_km (passenger_car),12059.225470942853,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,EU27,vehicle_technology,certified values,2130 rows,2024,0,current,,vehicle_technology_eea_2024.csv,
2024,EU27,FI,country_emissions,fleet_intensity_gco2_km (passenger_car),128.66930785364715,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FI,country_emissions,grid_gco2_kwh (passenger_car),66.63,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FI,emission_targets,r_fleet (S1),0.092746187,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,FI,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,FI,emission_targets,r_power (S1),0.10857591,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,FI,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,FI,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,FI,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,FI,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,FI,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,FI,vehicle_usage,lifetime_years (passenger_car),23,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FI,vehicle_usage,mean_age_years (passenger_car),15.37619700189731,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FI,vehicle_usage,stock (passenger_car),3755842.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FI,vehicle_usage,vkt_km (passenger_car),10282.381420730691,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FR,country_emissions,fleet_intensity_gco2_km (passenger_car),144.32072938584085,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FR,country_emissions,grid_gco2_kwh (passenger_car),40.48,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FR,emission_targets,r_fleet (S1),0.020279217,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,FR,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
