company,market,cohort_year,powertrain,scenario,t,calendar_year,units,e_ref_tco2e,e_prod_tco2e,ti_tco2e,cumulative_ti_tco2e,e_ref_kgco2e_per_vehicle,e_prod_kgco2e_per_vehicle,gap_kgco2e_per_vehicle,direction
hyundai,EU27,2024,BEV,S2,8,2032,41044,22828.1017,9325.4048,13502.6969,270198.401,556.1861,227.2051,328.981,contribution
hyundai,EU27,2024,BEV,S2,9,2033,41044,19743.9869,8527.1514,11216.8355,281415.2365,481.0444,207.7563,273.2881,contribution
hyundai,EU27,2024,BEV,S2,10,2034,41044,17076.5414,7797.2279,9279.3135,290694.55,416.0545,189.9724,226.0821,contribution
hyundai,EU27,2024,BEV,S2,11,2035,41044,14769.4712,7129.7861,7639.6851,298334.2351,359.8448,173.7108,186.134,contribution
hyundai,EU27,2024,BEV,S2,12,2036,41044,12774.0907,6519.4779,6254.6128,304588.8479,311.2292,158.8412,152.388,contribution
hyundai,EU27,2024,BEV,S2,13,2037,41044,11048.2897,5961.4108,5086.8789,309675.7268,269.1816,145.2444,123.9372,contribution
hyundai,EU27,2024,BEV,S2,14,2038,39570,9170.5547,5326.2032,3844.3515,313520.0783,231.7552,134.6021,97.1532,contribution
hyundai,EU27,2024,BEV,S2,15,2039,19607,3769.1982,1742.176,2027.0222,315547.1005,192.2374,88.8548,103.3826,contribution
hyundai,EU27,2024,BEV,S2,16,2040,14447,2463.7454,968.3743,1495.3711,317042.4716,170.5368,67.0294,103.5074,contribution
hyundai,EU27,2024,BEV,S2,17,2041,8380,1274.6101,791.6456,482.9645,317525.4361,152.1014,94.4684,57.633,contribution
hyundai,EU27,2024,BEV,S2,18,2042,8166,1056.6028,701.0764,355.5264,317880.9625,129.3905,85.8531,43.5374,contribution
hyundai,EU27,2024,BEV,S2,19,2043,5697,607.5337,377.4443,230.0894,318111.0519,106.641,66.2532,40.3878,contribution
hyundai,EU27,2024,BEV,S2,20,2044,5539,501.8051,336.0489,165.7562,318276.8081,90.5949,60.6696,29.9253,contribution
hyundai,EU27,2024,BEV,S2,21,2045,3049,214.8442,197.376,17.4682,318294.2763,70.4638,64.7347,5.7292,contribution
hyundai,EU27,2024,BEV,S2,22,2046,2408,140.0644,146.3182,-6.2538,318288.0225,58.1663,60.7634,-2.5971,liability
hyundai,EU27,2024,BEV,S2,23,2047,1186,61.2913,113.0694,-51.7781,318236.2444,51.679,95.3368,-43.6578,liability
hyundai,EU27,2024,BEV,S2,24,2048,608,25.5231,33.4704,-7.9473,318228.2971,41.9788,55.05,-13.0712,liability
hyundai,EU27,2024,HEV,S1,0,2024,170759,299511.5511,320821.0341,-21309.483,-21309.483,1754.0016,1878.7943,-124.7927,liability
hyundai,EU27,2024,HEV,S1,1,2025,170759,293613.5557,320821.0341,-27207.4784,-48516.9614,1719.4617,1878.7943,-159.3326,liability
hyundai,EU27,2024,HEV,S1,2,2026,170759,287873.0736,320821.0341,-32947.9605,-81464.9219,1685.8442,1878.7943,-192.9501,liability
hyundai,EU27,2024,HEV,S1,3,2027,170759,282285.6479,320821.0341,-38535.3862,-120000.3081,1653.1231,1878.7943,-225.6712,liability
hyundai,EU27,2024,HEV,S1,4,2028,170759,276846.9941,320821.0341,-43974.04,-163974.3481,1621.2732,1878.7943,-257.5211,liability
hyundai,EU27,2024,HEV,S1,5,2029,170759,271552.9795,320821.0341,-49268.0546,-213242.4027,1590.2704,1878.7943,-288.5239,liability
hyundai,EU27,2024,HEV,S1,6,2030,170759,266399.6256,320821.0341,-54421.4085,-267663.8112,1560.0913,1878.7943,-318.703,liability
hyundai,EU27,2024,HEV,S1,7,2031,170759,261383.0939,320821.0341,-59437.9402,-327101.7514,1530.7134,1878.7943,-348.0809,liability
hyundai,EU27,2024,HEV,S1,8,2032,170759,256499.679,320821.0341,-64321.3551,-391423.1065,1502.1151,1878.7943,-376.6792,liability
hyundai,EU27,2024,HEV,S1,9,2033,170759,251745.8038,320821.0341,-69075.2303,-460498.3368,1474.2755,1878.7943,-404.5188,liability
hyundai,EU27,2024,HEV,S1,10,2034,170759,247118.0172,320821.0341,-73703.0169,-534201.3537,1447.1742,1878.7943,-431.6201,liability
hyundai,EU27,2024,HEV,S1,11,2035,170759,242612.9794,320821.0341,-78208.0547,-612409.4084,1420.7918,1878.7943,-458.0025,liability
hyundai,EU27,2024,HEV,S1,12,2036,170759,238227.4633,320821.0341,-82593.5708,-695002.9792,1395.1093,1878.7943,-483.685,liability
hyundai,EU27,2024,HEV,S1,13,2037,170759,233958.3503,320821.0341,-86862.6838,-781865.663,1370.1085,1878.7943,-508.6858,liability
hyundai,EU27,2024,HEV,S1,14,2038,165281,222518.0587,308550.1082,-86032.0495,-867897.7125,1346.3015,1866.8214,-520.5199,liability
hyundai,EU27,2024,HEV,S1,15,2039,127645,172049.0824,234678.7124,-62629.63,-930527.3425,1347.8717,1838.5265,-490.6548,liability
hyundai,EU27,2024,HEV,S1,16,2040,112466,151033.1411,206860.0983,-55826.9572,-986354.2997,1342.9227,1839.3123,-496.3896,liability
hyundai,EU27,2024,HEV,S1,17,2041,82696,113938.7008,156072.5325,-42133.8317,-1028488.1314,1377.8018,1887.3045,-509.5027,liability
hyundai,EU27,2024,HEV,S1,18,2042,81835,110557.0132,153992.5944,-43435.5812,-1071923.7126,1350.9747,1881.7449,-530.7702,liability
hyundai,EU27,2024,HEV,S1,19,2043,53582,76401.5411,100361.0014,-23959.4603,-1095883.1729,1425.8807,1873.0357,-447.155,liability
hyundai,EU27,2024,HEV,S1,20,2044,52762,73706.5427,98570.9725,-24864.4298,-1120747.6027,1396.9626,1868.219,-471.2564,liability
hyundai,EU27,2024,HEV,S1,21,2045,22775,36913.6132,44572.6498,-7659.0366,-1128406.6393,1620.7953,1957.0867,-336.2914,liability
hyundai,EU27,2024,HEV,S1,22,2046,21214,34562.1713,41545.7827,-6983.6114,-1135390.2507,1629.2152,1958.4134,-329.1982,liability
hyundai,EU27,2024,HEV,S1,23,2047,19809,34025.1454,39037.7478,-5012.6024,-1140402.8531,1717.6609,1970.7076,-253.0467,liability
hyundai,EU27,2024,HEV,S1,24,2048,4178,4991.0913,8321.7547,-3330.6634,-1143733.5165,1194.6126,1991.8034,-797.1909,liability
hyundai,EU27,2024,HEV,S2,0,2024,170759,299511.5511,320821.0341,-21309.483,-21309.483,1754.0016,1878.7943,-124.7927,liability
hyundai,EU27,2024,HEV,S2,1,2025,170759,259047.0352,320821.0341,-61773.9989,-83083.4819,1517.033,1878.7943,-361.7613,liability
hyundai,EU27,2024,HEV,S2,2,2026,170759,224049.3441,320821.0341,-96771.69,-179855.1719,1312.0793,1878.7943,-566.715,liability
hyundai,EU27,2024,HEV,S2,3,2027,170759,193779.9,320821.0341,-127041.1341,-306896.306,1134.8151,1878.7943,-743.9791,liability
hyundai,EU27,2024,HEV,S2,4,2028,170759,167599.9085,320821.0341,-153221.1256,-460117.4316,981.4997,1878.7943,-897.2946,liability
hyundai,EU27,2024,HEV,S2,5,2029,170759,144956.8794,320821.0341,-175864.1547,-635981.5863,848.8974,1878.7943,-1029.8968,liability
hyundai,EU27,2024,HEV,S2,6,2030,170759,125372.9593,320821.0341,-195448.0748,-831429.6611,734.21,1878.7943,-1144.5843,liability
hyundai,EU27,2024,HEV,S2,7,2031,170759,108434.8615,320821.0341,-212386.1726,-1043815.8337,635.017,1878.7943,-1243.7773,liability
hyundai,EU27,2024,HEV,S2,8,2032,170759,93785.129,320821.0341,-227035.9051,-1270851.7388,549.2251,1878.7943,-1329.5692,liability
hyundai,EU27,2024,HEV,S2,9,2033,170759,81114.6003,320821.0341,-239706.4338,-1510558.1726,475.0239,1878.7943,-1403.7704,liability
hyundai,EU27,2024,HEV,S2,10,2034,170759,70155.8807,320821.0341,-250665.1534,-1761223.326,410.8473,1878.7943,-1467.947,liability
hyundai,EU27,2024,HEV,S2,11,2035,170759,60677.7027,320821.0341,-260143.3314,-2021366.6574,355.3412,1878.7943,-1523.4531,liability
hyundai,EU27,2024,HEV,S2,12,2036,170759,52480.0424,320821.0341,-268340.9917,-2289707.6491,307.334,1878.7943,-1571.4603,liability
hyundai,EU27,2024,HEV,S2,13,2037,170759,45389.9011,320821.0341,-275431.133,-2565138.7821,265.8126,1878.7943,-1612.9816,liability
hyundai,EU27,2024,HEV,S2,14,2038,165281,37826.4816,308550.1082,-270723.6266,-2835862.4087,228.8616,1866.8214,-1637.9598,liability
hyundai,EU27,2024,HEV,S2,15,2039,127645,24816.1844,234678.7124,-209862.528,-3045724.9367,194.4156,1838.5265,-1644.1108,liability
hyundai,EU27,2024,HEV,S2,16,2040,112466,18980.1882,206860.0983,-187879.9101,-3233604.8468,168.7638,1839.3123,-1670.5485,liability
hyundai,EU27,2024,HEV,S2,17,2041,82696,12214.2779,156072.5325,-143858.2546,-3377463.1014,147.701,1887.3045,-1739.6035,liability
hyundai,EU27,2024,HEV,S2,18,2042,81835,10379.8175,153992.5944,-143612.7769,-3521075.8783,126.8384,1881.7449,-1754.9065,liability
hyundai,EU27,2024,HEV,S2,19,2043,53582,6063.1035,100361.0014,-94297.8979,-3615373.7762,113.1556,1873.0357,-1759.8801,liability
hyundai,EU27,2024,HEV,S2,20,2044,52762,5121.2279,98570.9725,-93449.7446,-3708823.5208,97.0628,1868.219,-1771.1562,liability
hyundai,EU27,2024,HEV,S2,21,2045,22775,1649.2747,44572.6498,-42923.3751,-3751746.8959,72.416,1957.0867,-1884.6707,liability
hyundai,EU27,2024,HEV,S2,22,2046,21214,1312.1769,41545.7827,-40233.6058,-3791980.5017,61.8543,1958.4134,-1896.5591,liability
hyundai,EU27,2024,HEV,S2,23,2047,19809,1056.9195,39037.7478,-37980.8283,-3829961.33,53.3555,1970.7076,-1917.3521,liability
hyundai,EU27,2024,HEV,S2,24,2048,4178,175.3866,8321.7547,-8146.3681,-3838107.6981,41.9786,1991.8034,-1949.8248,liability
hyundai,EU27,2024,ICE,S1,0,2024,198154,352729.2739,373339.6025,-20610.3286,-20610.3286,1780.0765,1884.0881,-104.0117,liability
hyundai,EU27,2024,ICE,S1,1,2025,198154,345857.2995,373339.6025,-27482.303,-48092.6316,1745.3965,1884.0881,-138.6916,liability
hyundai,EU27,2024,ICE,S1,2,2026,198154,339170.8877,373339.6025,-34168.7148,-82261.3464,1711.653,1884.0881,-172.4352,liability
hyundai,EU27,2024,ICE,S1,3,2027,198154,332664.5273,373339.6025,-40675.0752,-122936.4216,1678.8181,1884.0881,-205.27,liability
hyundai,EU27,2024,ICE,S1,4,2028,198154,326332.9286,373339.6025,-47006.6739,-169943.0955,1646.8652,1884.0881,-237.2229,liability
hyundai,EU27,2024,ICE,S1,5,2029,198154,320171.012,373339.6025,-53168.5905,-223111.686,1615.7686,1884.0881,-268.3195,liability
hyundai,EU27,2024,ICE,S1,6,2030,198154,314173.8991,373339.6025,-59165.7034,-282277.3894,1585.5037,1884.0881,-298.5845,liability
hyundai,EU27,2024,ICE,S1,7,2031,198154,308336.8944,373339.6025,-65002.7081,-347280.0975,1556.0468,1884.0881,-328.0414,liability
hyundai,EU27,2024,ICE,S1,8,2032,198154,302655.4815,373339.6025,-70684.121,-417964.2185,1527.3751,1884.0881,-356.7131,liability
hyundai,EU27,2024,ICE,S1,9,2033,198154,297125.3098,373339.6025,-76214.2927,-494178.5112,1499.4666,1884.0881,-384.6215,liability
hyundai,EU27,2024,ICE,S1,10,2034,198154,291742.1903,373339.6025,-81597.4122,-575775.9234,1472.3003,1884.0881,-411.7879,liability
hyundai,EU27,2024,ICE,S1,11,2035,198154,286502.0807,373339.6025,-86837.5218,-662613.4452,1445.8557,1884.0881,-438.2325,liability
hyundai,EU27,2024,ICE,S1,12,2036,198154,281401.0863,373339.6025,-91938.5162,-754551.9614,1420.1131,1884.0881,-463.9751,liability
hyundai,EU27,2024,ICE,S1,13,2037,198154,276435.447,373339.6025,-96904.1555,-851456.1169,1395.0536,1884.0881,-489.0346,liability
hyundai,EU27,2024,ICE,S1,14,2038,194195,266336.9112,364763.4952,-98426.584,-949882.7009,1371.4921,1878.3362,-506.8441,liability
hyundai,EU27,2024,ICE,S1,15,2039,144548,199380.1704,266808.2683,-67428.0979,-1017310.7988,1379.3354,1845.8109,-466.4755,liability
hyundai,EU27,2024,ICE,S1,16,2040,124867,168912.0475,232586.0649,-63674.0174,-1080984.8162,1352.7357,1862.6704,-509.9347,liability
hyundai,EU27,2024,ICE,S1,17,2041,113508,153182.9542,213621.3491,-60438.3949,-1141423.2111,1349.5344,1881.9938,-532.4593,liability
hyundai,EU27,2024,ICE,S1,18,2042,111926,147408.9737,210036.5142,-62627.5405,-1204050.7516,1317.0217,1876.5659,-559.5442,liability
hyundai,EU27,2024,ICE,S1,19,2043,64884,91832.6386,123284.4002,-31451.7616,-1235502.5132,1415.3357,1900.074,-484.7383,liability
hyundai,EU27,2024,ICE,S1,20,2044,62525,85191.4858,118494.8377,-33303.3519,-1268805.8651,1362.5188,1895.1593,-532.6406,liability
hyundai,EU27,2024,ICE,S1,21,2045,24569,39307.9801,46168.1001,-6860.12,-1275665.9851,1599.9015,1879.12,-279.2185,liability
hyundai,EU27,2024,ICE,S1,22,2046,21608,34882.0436,41018.7905,-6136.7469,-1281802.732,1614.3115,1898.315,-284.0035,liability
hyundai,EU27,2024,ICE,S1,23,2047,20158,34565.7177,38666.536,-4100.8183,-1285903.5503,1714.7394,1918.1732,-203.4338,liability
hyundai,EU27,2024,ICE,S1,24,2048,4900,5853.6013,9376.5374,-3522.9361,-1289426.4864,1194.6125,1913.5791,-718.9666,liability
hyundai,EU27,2024,ICE,S2,0,2024,198154,352729.2739,373339.6025,-20610.3286,-20610.3286,1780.0765,1884.0881,-104.0117,liability
hyundai,EU27,2024,ICE,S2,1,2025,198154,305074.9543,373339.6025,-68264.6482,-88874.9768,1539.5851,1884.0881,-344.503,liability
hyundai,EU27,2024,ICE,S2,2,2026,198154,263858.8125,373339.6025,-109480.79,-198355.7668,1331.5846,1884.0881,-552.5036,liability
hyundai,EU27,2024,ICE,S2,3,2027,198154,228211.0429,373339.6025,-145128.5596,-343484.3264,1151.6853,1884.0881,-732.4029,liability
hyundai,EU27,2024,ICE,S2,4,2028,198154,197379.3453,373339.6025,-175960.2572,-519444.5836,996.0906,1884.0881,-887.9975,liability
hyundai,EU27,2024,ICE,S2,5,2029,198154,170713.0635,373339.6025,-202626.539,-722071.1226,861.5171,1884.0881,-1022.571,liability
hyundai,EU27,2024,ICE,S2,6,2030,198154,147649.4406,373339.6025,-225690.1619,-947761.2845,745.1247,1884.0881,-1138.9634,liability
hyundai,EU27,2024,ICE,S2,7,2031,198154,127701.7518,373339.6025,-245637.8507,-1193399.1352,644.4571,1884.0881,-1239.631,liability
hyundai,EU27,2024,ICE,S2,8,2032,198154,110449.0301,373339.6025,-262890.5724,-1456289.7076,557.3899,1884.0881,-1326.6983,liability
hyundai,EU27,2024,ICE,S2,9,2033,198154,95527.1802,373339.6025,-277812.4223,-1734102.1299,482.0856,1884.0881,-1402.0026,liability
hyundai,EU27,2024,ICE,S2,10,2034,198154,82621.2972,373339.6025,-290718.3053,-2024820.4352,416.955,1884.0881,-1467.1332,liability
hyundai,EU27,2024,ICE,S2,11,2035,198154,71459.0203,373339.6025,-301880.5822,-2326701.0174,360.6237,1884.0881,-1523.4645,liability
hyundai,EU27,2024,ICE,S2,12,2036,198154,61804.7863,373339.6025,-311534.8162,-2638235.8336,311.9028,1884.0881,-1572.1854,liability
hyundai,EU27,2024,ICE,S2,13,2037,198154,53454.8558,373339.6025,-319884.7467,-2958120.5803,269.7642,1884.0881,-1614.3239,liability
hyundai,EU27,2024,ICE,S2,14,2038,194195,45198.6979,364763.4952,-319564.7973,-3277685.3776,232.749,1878.3362,-1645.5872,liability
hyundai,EU27,2024,ICE,S2,15,2039,144548,28450.4396,266808.2683,-238357.8287,-3516043.2063,196.8235,1845.8109,-1648.9874,liability
hyundai,EU27,2024,ICE,S2,16,2040,124867,21273.7302,232586.0649,-211312.3347,-3727355.541,170.3711,1862.6704,-1692.2993,liability
hyundai,EU27,2024,ICE,S2,17,2041,113508,16796.4366,213621.3491,-196824.9125,-3924180.4535,147.9758,1881.9938,-1734.018,liability
hyundai,EU27,2024,ICE,S2,18,2042,111926,14188.5933,210036.5142,-195847.9209,-4120028.3744,126.7676,1876.5659,-1749.7983,liability
hyundai,EU27,2024,ICE,S2,19,2043,64884,7387.5609,123284.4002,-115896.8393,-4235925.2137,113.858,1900.074,-1786.216,liability
hyundai,EU27,2024,ICE,S2,20,2044,62525,6036.3872,118494.8377,-112458.4505,-4348383.6642,96.5436,1895.1593,-1798.6158,liability
hyundai,EU27,2024,ICE,S2,21,2045,24569,1770.7358,46168.1001,-44397.3643,-4392781.0285,72.072,1879.12,-1807.0481,liability
hyundai,EU27,2024,ICE,S2,22,2046,21608,1325.1853,41018.7905,-39693.6052,-4432474.6337,61.3285,1898.315,-1836.9865,liability
hyundai,EU27,2024,ICE,S2,23,2047,20158,1070.9533,38666.536,-37595.5827,-4470070.2164,53.128,1918.1732,-1865.0453,liability
hyundai,EU27,2024,ICE,S2,24,2048,4900,205.6954,9376.5374,-9170.842,-4479241.0584,41.9787,1913.5791,-1871.6004,liability
hyundai,KR,2024,BEV,S1,0,2024,30045,73056.919,29781.1931,43275.7259,43275.7259,2431.5833,991.2196,1440.3637,contribution
hyundai,KR,2024,BEV,S1,1,2025,30045,73205.233,29132.1412,44073.0918,87348.8177,2436.5197,969.6169,1466.9027,contribution
hyundai,KR,2024,BEV,S1,2,2026,30045,73353.8482,28497.2346,44856.6136,132205.4313,2441.4661,948.4851,1492.981,contribution
hyundai,KR,2024,BEV,S1,3,2027,30045,73502.7651,27876.1653,45626.5998,177832.0311,2446.4225,927.8138,1518.6087,contribution
hyundai,KR,2024,BEV,S1,4,2028,30045,73651.9843,27268.6317,46383.3526,224215.3837,2451.3891,907.593,1543.7961,contribution
hyundai,KR,2024,BEV,S1,5,2029,30045,73801.5062,26674.3386,47127.1676,271342.5513,2456.3657,887.8129,1568.5528,contribution
hyundai,KR,2024,BEV,S1,6,2030,30045,73951.3319,26092.9973,47858.3346,319200.8859,2461.3524,868.4639,1592.8885,contribution
hyundai,KR,2024,BEV,S1,7,2031,30045,74101.4617,25524.3261,48577.1356,367778.0215,2466.3492,849.5366,1616.8126,contribution
hyundai,KR,2024,BEV,S1,8,2032,30045,74251.8961,24968.0483,49283.8478,417061.8693,2471.3562,831.0217,1640.3344,contribution
hyundai,KR,2024,BEV,S1,9,2033,30045,74402.6361,24423.8942,49978.7419,467040.6112,2476.3733,812.9104,1663.4629,contribution
hyundai,KR,2024,BEV,S1,10,2034,30045,74553.6821,23891.5994,50662.0827,517702.6939,2481.4006,795.1939,1686.2068,contribution
hyundai,KR,2024,BEV,S2,0,2024,30045,73056.919,29781.1931,43275.7259,43275.7259,2431.5833,991.2196,1440.3637,contribution
hyundai,KR,2024,BEV,S2,1,2025,30045,65372.5439,27485.66,37886.8839,81162.6098,2175.8211,914.8164,1261.0046,contribution
hyundai,KR,2024,BEV,S2,2,2026,30045,58496.4374,25367.0663,33129.3711,114291.9809,1946.9608,844.3024,1102.6584,contribution
hyundai,KR,2024,BEV,S2,3,2027,30045,52343.5833,23411.774,28931.8093,143223.7902,1742.1729,779.2236,962.9492,contribution
hyundai,KR,2024,BEV,S2,4,2028,30045,46837.9074,21607.1953,25230.7121,168454.5023,1558.9252,719.1611,839.7641,contribution
hyundai,KR,2024,BEV,S2,5,2029,30045,41911.3369,19941.7136,21969.6233,190424.1256,1394.9521,663.7282,731.2239,contribution
hyundai,KR,2024,BEV,S2,6,2030,30045,37502.9599,18404.6072,19098.3527,209522.4783,1248.2263,612.5681,635.6583,contribution
hyundai,KR,2024,BEV,S2,7,2031,30045,33558.2711,16985.9808,16572.2903,226094.7686,1116.9336,565.3513,551.5823,contribution
hyundai,KR,2024,BEV,S2,8,2032,30045,30028.498,15676.7021,14351.7959,240446.5645,999.4508,521.7741,477.6767,contribution
hyundai,KR,2024,BEV,S2,9,2033,30045,26869.9986,14468.3426,12401.656,252848.2205,894.3251,481.5558,412.7694,contribution
hyundai,KR,2024,BEV,S2,10,2034,30045,24043.7207,13353.1233,10690.5974,263538.8179,800.257,444.4375,355.8195,contribution
hyundai,KR,2024,HEV,S1,0,2024,146067,355174.0722,264574.2874,90599.7848,90599.7848,2431.5833,1811.3214,620.2618,contribution
hyundai,KR,2024,HEV,S1,1,2025,146067,355895.1169,264574.2874,91320.8295,181920.6143,2436.5197,1811.3214,625.1982,contribution
hyundai,KR,2024,HEV,S1,2,2026,146067,356617.6251,264574.2874,92043.3377,273963.952,2441.4661,1811.3214,630.1446,contribution
hyundai,KR,2024,HEV,S1,3,2027,146067,357341.6004,264574.2874,92767.313,366731.265,2446.4225,1811.3214,635.1011,contribution
hyundai,KR,2024,HEV,S1,4,2028,146067,358067.0452,264574.2874,93492.7578,460224.0228,2451.3891,1811.3214,640.0676,contribution
hyundai,KR,2024,HEV,S1,5,2029,146067,358793.9628,264574.2874,94219.6754,554443.6982,2456.3657,1811.3214,645.0442,contribution
hyundai,KR,2024,HEV,S1,6,2030,146067,359522.3561,264574.2874,94948.0687,649391.7669,2461.3524,1811.3214,650.0309,contribution
hyundai,KR,2024,HEV,S1,7,2031,146067,360252.2284,264574.2874,95677.941,745069.7079,2466.3492,1811.3214,655.0278,contribution
hyundai,KR,2024,HEV,S1,8,2032,146067,360983.5821,264574.2874,96409.2947,841479.0026,2471.3562,1811.3214,660.0347,contribution
hyundai,KR,2024,HEV,S1,9,2033,146067,361716.4207,264574.2874,97142.1333,938621.1359,2476.3733,1811.3214,665.0519,contribution
hyundai,KR,2024,HEV,S1,10,2034,146067,362450.7469,264574.2874,97876.4595,1036497.5954,2481.4006,1811.3214,670.0792,contribution
hyundai,KR,2024,HEV,S2,0,2024,146067,355174.0722,264574.2874,90599.7848,90599.7848,2431.5833,1811.3214,620.2618,contribution
hyundai,KR,2024,HEV,S2,1,2025,146067,317815.6557,264574.2874,53241.3683,143841.1531,2175.8211,1811.3214,364.4996,contribution
hyundai,KR,2024,HEV,S2,2,2026,146067,284386.7244,264574.2874,19812.437,163653.5901,1946.9608,1811.3214,135.6394,contribution
hyundai,KR,2024,HEV,S2,3,2027,146067,254473.9617,264574.2874,-10100.3257,153553.2644,1742.1729,1811.3214,-69.1486,liability
hyundai,KR,2024,HEV,S2,4,2028,146067,227707.5255,264574.2874,-36866.7619,116686.5025,1558.9252,1811.3214,-252.3962,liability
hyundai,KR,2024,HEV,S2,5,2029,146067,203756.4735,264574.2874,-60817.8139,55868.6886,1394.9521,1811.3214,-416.3693,liability
hyundai,KR,2024,HEV,S2,6,2030,146067,182324.6749,264574.2874,-82249.6125,-26380.9239,1248.2263,1811.3214,-563.0951,liability
