market,company,destination,segment,cohort_year,period,model,powertrain,units,basis,tailpipe_gco2_km,energy_wh_km,test_cycle,technology_source,sales_source_file,powertrain_rule,coverage_note,variant
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,I 30,HEV,542,registrations,125.476,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,I 30,ICE,157,registrations,128.9427,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,I 30 N,ICE,42,registrations,191.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,I10,ICE,1255,registrations,117.4478,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,I20,HEV,5,registrations,120.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,I20,ICE,1171,registrations,121.105,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,I20 N,ICE,48,registrations,158.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,IONIQ5,BEV,468,registrations,0.0,174.4594,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,IONIQ5 N,BEV,71,registrations,0.0,212.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,IONIQ6,BEV,347,registrations,0.0,149.2017,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,KONA KAUAI,BEV,588,registrations,0.0,151.3571,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,KONA KAUAI,HEV,1274,registrations,105.6669,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,KONA KAUAI,ICE,576,registrations,133.2257,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,KONA N KAUAI N,ICE,5,registrations,194.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,SANTA FE,HEV,38,registrations,155.8684,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,STARIA,HEV,1,registrations,172.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,STARIA,ICE,12,registrations,222.8333,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,STARIA PREMIUM,HEV,1,registrations,172.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,STARIA PREMIUM,ICE,3,registrations,222.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,3307,registrations,136.6885,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BE,passenger_car,2024,2024-01..2024-12,TUCSON IX35,ICE,196,registrations,150.0612,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,BAYON,HEV,2,registrations,120.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,BAYON,ICE,121,registrations,124.0248,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,ELANTRA,ICE,37,registrations,137.7838,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,GV80 GENESIS GV80,ICE,1,registrations,244.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,I 30,HEV,29,registrations,138.069,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,I 30,ICE,236,registrations,137.0127,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,I 30 N,ICE,5,registrations,189.2,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,I10,ICE,284,registrations,119.6197,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,I20,ICE,253,registrations,121.1502,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,I20 N,ICE,5,registrations,158.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,IONIQ5,BEV,24,registrations,0.0,182.1667,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,IONIQ5 N,BEV,23,registrations,0.0,212.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,IONIQ6,BEV,30,registrations,0.0,153.8333,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,KONA KAUAI,BEV,121,registrations,0.0,148.0083,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,KONA KAUAI,HEV,142,registrations,104.662,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,KONA KAUAI,ICE,85,registrations,148.0941,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,SANTA FE,HEV,52,registrations,166.8077,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,SANTA FE,ICE,2,registrations,178.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,STARIA,HEV,3,registrations,172.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,STARIA,ICE,13,registrations,224.1538,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,STARIA PREMIUM,ICE,28,registrations,231.2857,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,632,registrations,149.4968,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,BG,passenger_car,2024,2024-01..2024-12,TUCSON IX35,ICE,48,registrations,156.1458,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,BAYON,ICE,91,registrations,124.3956,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,I 30,HEV,9,registrations,126.5556,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,I 30,ICE,5,registrations,126.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,I 30 N,ICE,6,registrations,191.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,I10,ICE,60,registrations,124.9833,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,I20,ICE,108,registrations,123.8981,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,I20 N,ICE,11,registrations,158.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,IONIQ5,BEV,63,registrations,0.0,178.0635,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,IONIQ5 N,BEV,2,registrations,0.0,212.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,IONIQ6,BEV,19,registrations,0.0,156.6842,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,KONA KAUAI,BEV,34,registrations,0.0,151.7647,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,KONA KAUAI,HEV,54,registrations,105.3704,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,KONA KAUAI,ICE,46,registrations,137.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,KONA N KAUAI N,ICE,1,registrations,194.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,760,registrations,139.5105,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CY,passenger_car,2024,2024-01..2024-12,TUCSON IX35,ICE,8,registrations,152.375,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,BAYON,HEV,13,registrations,119.1538,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,BAYON,ICE,1575,registrations,125.8762,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,G80 GENESIS G80,ICE,1,registrations,192.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,GV80 GENESIS GV80,ICE,1,registrations,247.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,I 10,ICE,1,registrations,119.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,I 20,ICE,2,registrations,119.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,I 30,HEV,3154,registrations,135.7644,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,I 30,ICE,5588,registrations,135.6152,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,I10,ICE,773,registrations,117.2743,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,I20,HEV,3,registrations,119.3333,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,I20,ICE,1736,registrations,122.2402,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,IONIQ5,BEV,146,registrations,0.0,185.8356,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,IONIQ6,BEV,31,registrations,0.0,156.5806,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,KONA KAUAI,BEV,310,registrations,0.0,150.671,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,KONA KAUAI,HEV,37,registrations,106.1081,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,KONA KAUAI,ICE,747,registrations,141.2771,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,SANTA FE,HEV,145,registrations,165.3034,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,SANTA FE,ICE,33,registrations,176.6667,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,STARIA,HEV,9,registrations,172.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,STARIA,ICE,154,registrations,227.4935,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,TUCSON,ICE,2,registrations,154.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,3205,registrations,147.4771,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,CZ,passenger_car,2024,2024-01..2024-12,TUCSON IX35,ICE,2312,registrations,156.0407,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,BAYON,HEV,2799,registrations,119.5138,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,BAYON,ICE,1626,registrations,124.4625,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,BC3,ICE,2,registrations,146.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,G70 GENESIS G70,ICE,119,registrations,194.2017,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,G80 GENESIS G80,BEV,16,registrations,0.0,191.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,G80 GENESIS G80,ICE,28,registrations,204.3571,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,G90 GENESIS G90,HEV,35,registrations,248.8571,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,GENESIS RS4,ICE,1,registrations,316.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,GV60 GENESIS GV60,BEV,110,registrations,0.0,185.7636,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,GV70 GENESIS GV70,BEV,124,registrations,0.0,192.7016,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,DE,passenger_car,2024,2024-01..2024-12,GV70 GENESIS GV70,ICE,460,registrations,203.3109,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
