market,company,destination,model,powertrain,scenario,units,ti_per_vehicle_kgco2e,crossover_year,crossover_calendar_year,reason
EU27,toyota,EE,TOYOTA C-HR,HEV,S2,382,-11878.1616,3.411,2027.4,within lifetime
EU27,toyota,EE,TOYOTA CAMRY,HEV,S2,136,-13666.4049,2.902,2026.9,within lifetime
EU27,toyota,EE,TOYOTA COROLLA,HEV,S2,1245,-12175.6475,3.324,2027.3,within lifetime
EU27,toyota,EE,TOYOTA COROLLA,ICE,S2,38,-16072.8019,2.272,2026.3,within lifetime
EU27,toyota,EE,TOYOTA GR YARIS,ICE,S2,46,-30023.1503,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,EE,TOYOTA HIGHLANDER,HEV,S2,161,-22347.4954,0.856,2024.9,within lifetime
EU27,toyota,EE,TOYOTA LAND CRUISER,ICE,S2,237,-47098.9702,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,EE,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,8,-43099.4757,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,EE,TOYOTA RAV4,HEV,S2,839,-16546.0379,2.154,2026.2,within lifetime
EU27,toyota,EE,TOYOTA RAV4,ICE,S2,62,-22614.5016,0.802,2024.8,within lifetime
EU27,toyota,EE,TOYOTA YARIS,HEV,S2,203,-8184.7635,4.6,2028.6,within lifetime
EU27,toyota,EE,TOYOTA YARIS,ICE,S2,51,-14712.9454,2.621,2026.6,within lifetime
EU27,toyota,EE,TOYOTA YARIS CROSS,HEV,S2,516,-11119.943,3.639,2027.6,within lifetime
EU27,toyota,EE,TOYOTA YARIS CROSS,ICE,S2,39,-16959.3471,2.053,2026.1,within lifetime
EU27,toyota,EE,YARIS CROSS,HEV,S2,1,-10466.2256,3.842,2027.8,within lifetime
EU27,toyota,ES,LAND CRUISER,ICE,S2,1,-66724.4768,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,PROACE,BEV,S2,59,9133.4274,25.561,2049.6,after lifetime
EU27,toyota,ES,PROACE,ICE,S2,1236,-44694.7629,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,PROACE CITY VERSO,ICE,S2,3949,-29992.2612,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,PROACE CITY VERSO ELECTRIC,BEV,S2,126,10412.7831,31.308,2055.3,after lifetime
EU27,toyota,ES,TOYOTA AYGO X,ICE,S2,4103,-19473.8899,1.458,2025.5,within lifetime
EU27,toyota,ES,TOYOTA BZ4X,BEV,S2,354,10980.9011,34.6,2058.6,after lifetime
EU27,toyota,ES,TOYOTA C-HR,HEV,S2,16422,-19441.1992,1.464,2025.5,within lifetime
EU27,toyota,ES,TOYOTA CAMRY,HEV,S2,110,-23036.9393,0.757,2024.8,within lifetime
EU27,toyota,ES,TOYOTA COROLLA,HEV,S2,22982,-17618.8869,1.853,2025.9,within lifetime
EU27,toyota,ES,TOYOTA GR 86,ICE,S2,133,-45917.6842,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA GR YARIS,ICE,S2,453,-46992.4529,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA HIGHLANDER,HEV,S2,330,-34926.7597,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA LAND CRUISER,ICE,S2,708,-69810.9158,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,984,-61905.0886,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA LANDCRUISER 150,ICE,S2,1,-66724.4768,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA LANDCRUISER(1,ICE,S2,30,-66724.4768,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA RAV4,HEV,S2,11176,-25929.0984,0.236,2024.2,within lifetime
EU27,toyota,ES,TOYOTA RAV4,ICE,S2,8,-34187.9434,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA SUPRA,ICE,S2,12,-44983.1957,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,ES,TOYOTA YARIS,HEV,S2,12734,-14859.1514,2.486,2026.5,within lifetime
EU27,toyota,ES,TOYOTA YARIS,ICE,S2,2999,-21800.5047,0.992,2025.0,within lifetime
EU27,toyota,ES,TOYOTA YARIS CROSS,HEV,S2,18329,-18812.969,1.596,2025.6,within lifetime
EU27,toyota,ES,TOYOTA YARIS CROSS,ICE,S2,45,-25611.2378,0.292,2024.3,within lifetime
EU27,toyota,FI,PROACE,BEV,S2,5,7611.795,35.849,2059.8,after lifetime
EU27,toyota,FI,PROACE,ICE,S2,60,-44920.8982,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,PROACE CITY VERSO,ICE,S2,39,-32421.8045,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,PROACE CITY VERSO ELECTRIC,BEV,S2,9,8078.3311,41.125,2065.1,after lifetime
EU27,toyota,FI,RAV4,HEV,S2,1,-28072.5637,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA AYGO X,ICE,S2,93,-21934.7303,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA BZ4X,BEV,S2,269,8370.1433,45.44,2069.4,after lifetime
EU27,toyota,FI,TOYOTA C-HR,HEV,S2,1087,-21578.4673,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA CAMRY,HEV,S2,87,-26041.4491,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA COROLLA,HEV,S2,3714,-20507.0057,0.109,2024.1,within lifetime
EU27,toyota,FI,TOYOTA GR YARIS,ICE,S2,31,-46569.8512,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA LAND CRUISER,ICE,S2,12,-68928.159,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,1,-61252.7803,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA RAV4,HEV,S2,652,-26901.4938,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA RAV4,ICE,S2,3,-34776.2445,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA SUPRA,ICE,S2,3,-40034.0057,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA YARIS,HEV,S2,2298,-16080.4819,1.211,2025.2,within lifetime
EU27,toyota,FI,TOYOTA YARIS,ICE,S2,69,-25260.8592,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FI,TOYOTA YARIS CROSS,HEV,S2,2895,-20048.6588,0.215,2024.2,within lifetime
EU27,toyota,FR,PROACE,BEV,S2,834,10206.0437,47.703,2071.7,after lifetime
EU27,toyota,FR,PROACE,ICE,S2,975,-34258.0843,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,PROACE CITY VERSO,ICE,S2,608,-22840.5344,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,PROACE CITY VERSO ELECTRIC,BEV,S2,26,10456.2816,52.499,2076.5,after lifetime
EU27,toyota,FR,PROACE OR PROACE VERSO,BEV,S2,1,10234.3158,48.185,2072.2,after lifetime
EU27,toyota,FR,TOYOTA AYGO X,ICE,S2,14791,-14409.3404,0.667,2024.7,within lifetime
EU27,toyota,FR,TOYOTA BZ4X,BEV,S2,1354,10644.2805,57.191,2081.2,after lifetime
EU27,toyota,FR,TOYOTA C-HR,HEV,S2,16091,-14654.2686,0.601,2024.6,within lifetime
EU27,toyota,FR,TOYOTA CAMRY,HEV,S2,626,-17905.1786,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA COROLLA,HEV,S2,13780,-13426.6425,0.936,2024.9,within lifetime
EU27,toyota,FR,TOYOTA COROLLA,ICE,S2,1,-20713.7707,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA GR 86,ICE,S2,6,-35345.7958,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA GR YARIS,ICE,S2,38,-36259.254,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA HIGHLANDER,HEV,S2,124,-26456.73,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA LAND CRUISER,ICE,S2,22,-53062.7093,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,56,-46180.8124,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA RAV4,HEV,S2,7238,-19419.6679,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA SUPRA,ICE,S2,13,-26317.522,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA YARIS,HEV,S2,36104,-10206.8808,1.898,2025.9,within lifetime
EU27,toyota,FR,TOYOTA YARIS,ICE,S2,2406,-17554.8661,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,FR,TOYOTA YARIS CROSS,HEV,S2,35195,-13580.1521,0.893,2024.9,within lifetime
EU27,toyota,FR,TOYOTA YARIS CROSS,ICE,S2,267,-20656.0521,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,PROACE,BEV,S2,7,-1389.5199,2.937,2026.9,within lifetime
EU27,toyota,GR,PROACE,ICE,S2,101,-45428.3809,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,PROACE CITY,ICE,S2,1,-33018.7349,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,PROACE CITY VERSO,ICE,S2,324,-32599.3057,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,PROACE CITY VERSO ELECTRIC,BEV,S2,9,537.0287,6.972,2031.0,within lifetime
EU27,toyota,GR,TOYOTA AYGO X,ICE,S2,2187,-21943.8669,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA BZ4X,BEV,S2,36,2512.3784,12.339,2036.3,within lifetime
EU27,toyota,GR,TOYOTA C-HR,HEV,S2,2695,-21698.7361,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA COROLLA,HEV,S2,2338,-22671.2154,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA COROLLA,ICE,S2,160,-27062.9496,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA GR YARIS,ICE,S2,21,-47884.6477,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA LAND CRUISER,ICE,S2,11,-67973.2317,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA RAV4,HEV,S2,266,-27835.8334,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA RAV4,ICE,S2,3,-36020.5052,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA SUPRA,ICE,S2,2,-41751.1577,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA YARIS,HEV,S2,4714,-16904.6525,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA YARIS,ICE,S2,2079,-25570.1692,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA YARIS CROSS,HEV,S2,7812,-20076.7532,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,GR,TOYOTA YARIS CROSS,ICE,S2,352,-28325.3578,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HR,C-HR,HEV,S2,2,-15571.6659,3.127,2027.1,within lifetime
EU27,toyota,HR,COROLLA,HEV,S2,6,-14218.6927,3.401,2027.4,within lifetime
EU27,toyota,HR,PROACE,ICE,S2,19,-40777.0608,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HR,PROACE CITY,ICE,S2,2,-24211.407,1.593,2025.6,within lifetime
EU27,toyota,HR,PROACE CITY VERSO,ICE,S2,64,-25420.497,1.404,2025.4,within lifetime
EU27,toyota,HR,TOYOTA AYGO X,ICE,S2,120,-14548.9124,3.333,2027.3,within lifetime
EU27,toyota,HR,TOYOTA BZ4X,BEV,S2,8,15252.4058,34.772,2058.8,after lifetime
EU27,toyota,HR,TOYOTA C-HR,HEV,S2,485,-14506.8782,3.342,2027.3,within lifetime
EU27,toyota,HR,TOYOTA CAMRY,HEV,S2,9,-20185.6939,2.266,2026.3,within lifetime
EU27,toyota,HR,TOYOTA COROLLA,HEV,S2,529,-14758.939,3.29,2027.3,within lifetime
EU27,toyota,HR,TOYOTA COROLLA,ICE,S2,554,-20755.4823,2.167,2026.2,within lifetime
EU27,toyota,HR,TOYOTA GR YARIS,ICE,S2,4,-43326.5442,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HR,TOYOTA HIGHLANDER,HEV,S2,15,-30537.736,0.654,2024.7,within lifetime
EU27,toyota,HR,TOYOTA LAND CRUISER,ICE,S2,12,-65640.3424,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HR,TOYOTA RAV4,HEV,S2,288,-21500.7316,2.039,2026.0,within lifetime
EU27,toyota,HR,TOYOTA RAV4,ICE,S2,3,-29943.3995,0.737,2024.7,within lifetime
EU27,toyota,HR,TOYOTA SUPRA,ICE,S2,1,-41714.4242,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HR,TOYOTA YARIS,HEV,S2,263,-9042.2189,4.565,2028.6,within lifetime
EU27,toyota,HR,TOYOTA YARIS,ICE,S2,459,-18987.8618,2.479,2026.5,within lifetime
EU27,toyota,HR,TOYOTA YARIS CROSS,HEV,S2,722,-12789.7234,3.703,2027.7,within lifetime
EU27,toyota,HR,TOYOTA YARIS CROSS,ICE,S2,429,-21833.5761,1.983,2026.0,within lifetime
EU27,toyota,HR,YARIS,HEV,S2,48,-9327.1261,4.496,2028.5,within lifetime
EU27,toyota,HR,YARIS,ICE,S2,7,-30966.9575,0.595,2024.6,within lifetime
EU27,toyota,HR,YARIS CROSS,HEV,S2,77,-12753.5051,3.711,2027.7,within lifetime
EU27,toyota,HR,YARIS CROSS,ICE,S2,1,-22061.9137,1.944,2025.9,within lifetime
EU27,toyota,HU,PROACE,BEV,S2,4,7116.3726,20.904,2044.9,within lifetime
EU27,toyota,HU,PROACE,ICE,S2,230,-48831.251,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,PROACE CITY VERSO,ICE,S2,309,-33986.0115,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,PROACE CITY VERSO ELECTRIC,BEV,S2,12,8217.5578,24.802,2048.8,after lifetime
EU27,toyota,HU,TOYOTA AYGO X,ICE,S2,835,-21978.2666,0.894,2024.9,within lifetime
EU27,toyota,HU,TOYOTA BZ4X,BEV,S2,53,9185.4315,29.106,2053.1,after lifetime
EU27,toyota,HU,TOYOTA C-HR,HEV,S2,2229,-22547.9605,0.782,2024.8,within lifetime
EU27,toyota,HU,TOYOTA CAMRY,HEV,S2,400,-25336.366,0.259,2024.3,within lifetime
EU27,toyota,HU,TOYOTA COROLLA,HEV,S2,3903,-21729.0451,0.944,2024.9,within lifetime
EU27,toyota,HU,TOYOTA COROLLA,ICE,S2,619,-28747.1639,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA GR 86,ICE,S2,43,-50425.7598,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA GR YARIS,ICE,S2,19,-48670.3245,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA HIGHLANDER,HEV,S2,211,-38259.3515,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA LAND CRUISER,ICE,S2,101,-75276.3421,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,20,-66784.871,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA RAV4,HEV,S2,1300,-29069.8543,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA RAV4,ICE,S2,3,-38110.0648,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA SUPRA,ICE,S2,5,-39500.3584,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,HU,TOYOTA YARIS,HEV,S2,1034,-16970.8283,1.967,2026.0,within lifetime
EU27,toyota,HU,TOYOTA YARIS,ICE,S2,598,-26611.8309,0.032,2024.0,within lifetime
EU27,toyota,HU,TOYOTA YARIS CROSS,HEV,S2,1859,-20838.2589,1.124,2025.1,within lifetime
EU27,toyota,HU,TOYOTA YARIS CROSS,ICE,S2,267,-29440.2569,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IE,PROACE,ICE,S2,37,-50386.721,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IE,TOYOTA AYGO X,ICE,S2,415,-21604.9411,0.896,2024.9,within lifetime
EU27,toyota,IE,TOYOTA BZ4X,BEV,S2,394,9693.0915,23.672,2047.7,after lifetime
EU27,toyota,IE,TOYOTA C-HR,HEV,S2,1916,-21844.89,0.851,2024.9,within lifetime
EU27,toyota,IE,TOYOTA CAMRY,HEV,S2,117,-27493.5016,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IE,TOYOTA COROLLA,HEV,S2,4686,-21314.7906,0.95,2024.9,within lifetime
EU27,toyota,IE,TOYOTA GR 86,ICE,S2,1,-52072.5022,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IE,TOYOTA GR YARIS,ICE,S2,1,-51061.0335,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IE,TOYOTA HIGHLANDER,HEV,S2,21,-39067.6874,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IE,TOYOTA LAND CRUISER,ICE,S2,1,-78707.8444,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IE,TOYOTA RAV4,HEV,S2,2866,-28728.4004,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IE,TOYOTA YARIS,HEV,S2,1763,-15158.0885,2.216,2026.2,within lifetime
EU27,toyota,IE,TOYOTA YARIS,ICE,S2,582,-25631.2271,0.183,2024.2,within lifetime
EU27,toyota,IE,TOYOTA YARIS CROSS,HEV,S2,3350,-20017.6017,1.198,2025.2,within lifetime
EU27,toyota,IT,IQ,ICE,S2,1,-19889.6167,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,PROACE,BEV,S2,69,2228.9345,9.844,2033.8,within lifetime
EU27,toyota,IT,PROACE,ICE,S2,463,-41670.5714,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,PROACE CITY VERSO,ICE,S2,978,-29066.2469,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,PROACE CITY VERSO ELECTRIC,BEV,S2,20,4676.7706,15.766,2039.8,within lifetime
EU27,toyota,IT,PROACE F-STYLE WAV,ICE,S2,1,-29167.8159,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,RAV4,HEV,S2,1,-25679.3835,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,RAV4,ICE,S2,1,-40902.0091,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA AYGO X,ICE,S2,21278,-19088.1985,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA BZ4X,BEV,S2,249,5941.463,19.814,2043.8,after lifetime
EU27,toyota,IT,TOYOTA C-HR,HEV,S2,14580,-19317.9233,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA C-HR,ICE,S2,1,-19343.8402,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA COROLLA,HEV,S2,8591,-19364.5938,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA GR 86,ICE,S2,40,-43398.9362,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA GR YARIS,ICE,S2,617,-46186.4074,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA HIGHLANDER,HEV,S2,164,-32924.0884,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA LAND CRUISER,ICE,S2,396,-64559.2068,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,9,-56486.9551,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA RAV4,HEV,S2,4688,-24915.5066,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA SUPRA,ICE,S2,82,-35767.0443,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA YARIS,HEV,S2,31619,-14215.098,1.212,2025.2,within lifetime
EU27,toyota,IT,TOYOTA YARIS,ICE,S2,31,-22521.678,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA YARIS CROSS,HEV,S2,36351,-18124.1055,0.217,2024.2,within lifetime
EU27,toyota,IT,TOYOTA YARIS CROSS,ICE,S2,1,-25893.1573,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,IT,TOYOTA YARIS CROSS VAN,HEV,S2,1,-17077.7912,0.47,2024.5,within lifetime
EU27,toyota,IT,YARIS GR,ICE,S2,1,-42812.2266,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,PROACE,BEV,S2,1,7703.824,25.942,2049.9,after lifetime
EU27,toyota,LT,PROACE,ICE,S2,99,-53628.7418,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,PROACE CITY VERSO,ICE,S2,289,-36803.3214,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA BZ4X,BEV,S2,34,9453.6382,36.588,2060.6,after lifetime
EU27,toyota,LT,TOYOTA C-HR,HEV,S2,731,-25357.6464,0.084,2024.1,within lifetime
EU27,toyota,LT,TOYOTA CAMRY,HEV,S2,87,-29189.0152,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA COROLLA,HEV,S2,1353,-25635.0025,0.033,2024.0,within lifetime
EU27,toyota,LT,TOYOTA COROLLA,ICE,S2,1,-31578.8298,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA GR 86,ICE,S2,2,-55353.764,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA GR YARIS,ICE,S2,18,-56897.8287,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA HIGHLANDER,HEV,S2,130,-42039.3609,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA LAND CRUISER,ICE,S2,152,-80919.7543,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,39,-74191.6823,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA RAV4,HEV,S2,1050,-32667.7133,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA RAV4,ICE,S2,66,-42243.5621,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA YARIS,HEV,S2,274,-19008.0433,1.382,2025.4,within lifetime
EU27,toyota,LT,TOYOTA YARIS,ICE,S2,63,-29633.471,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LT,TOYOTA YARIS CROSS,HEV,S2,1318,-24183.0537,0.306,2024.3,within lifetime
EU27,toyota,LT,TOYOTA YARIS CROSS,ICE,S2,38,-33411.7433,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,LAND CRUISER,ICE,S2,1,-79574.5873,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,PROACE,ICE,S2,87,-51638.8962,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,PROACE CITY,ICE,S2,5,-40129.8248,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,PROACE CITY VERSO,ICE,S2,85,-35187.8343,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,PROACE CITY VERSO ELECTRIC,BEV,S2,1,10729.7684,33.345,2057.3,after lifetime
EU27,toyota,LV,TOYOTA BZ4X,BEV,S2,36,11235.9445,36.568,2060.6,after lifetime
EU27,toyota,LV,TOYOTA C-HR,HEV,S2,226,-23424.1179,1.227,2025.2,within lifetime
EU27,toyota,LV,TOYOTA CAMRY,HEV,S2,57,-27005.0688,0.595,2024.6,within lifetime
EU27,toyota,LV,TOYOTA COROLLA,HEV,S2,789,-23105.9689,1.287,2025.3,within lifetime
EU27,toyota,LV,TOYOTA GR 86,ICE,S2,2,-53615.2137,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,TOYOTA GR YARIS,ICE,S2,11,-54136.2554,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,TOYOTA HIGHLANDER,HEV,S2,73,-40077.7007,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,TOYOTA LAND CRUISER,ICE,S2,114,-79550.9205,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,14,-72807.8215,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,TOYOTA RAV4,HEV,S2,561,-30820.8007,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,TOYOTA RAV4,ICE,S2,42,-40169.9438,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,LV,TOYOTA YARIS,HEV,S2,123,-16883.8427,2.558,2026.6,within lifetime
EU27,toyota,LV,TOYOTA YARIS,ICE,S2,30,-28262.6826,0.386,2024.4,within lifetime
EU27,toyota,LV,TOYOTA YARIS CROSS,HEV,S2,460,-22307.0483,1.437,2025.4,within lifetime
EU27,toyota,LV,TOYOTA YARIS CROSS,ICE,S2,35,-31634.0298,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,MT,AYGO X,ICE,S2,3,-11530.114,2.251,2026.3,within lifetime
EU27,toyota,MT,COROLLA,HEV,S2,2,-10365.2889,2.647,2026.6,within lifetime
EU27,toyota,MT,TOYOTA AYGO X,ICE,S2,376,-11422.1172,2.287,2026.3,within lifetime
EU27,toyota,MT,TOYOTA C-HR,HEV,S2,27,-11487.6162,2.265,2026.3,within lifetime
EU27,toyota,MT,TOYOTA COROLLA,HEV,S2,33,-10129.9863,2.73,2026.7,within lifetime
EU27,toyota,MT,TOYOTA LAND CRUISER,ICE,S2,2,-42729.6149,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,MT,TOYOTA YARIS,HEV,S2,253,-8266.9786,3.423,2027.4,within lifetime
EU27,toyota,MT,TOYOTA YARIS,ICE,S2,20,-13886.3748,1.514,2025.5,within lifetime
EU27,toyota,MT,TOYOTA YARIS CROSS,HEV,S2,325,-10308.7549,2.667,2026.7,within lifetime
EU27,toyota,MT,YARIS,HEV,S2,4,-8092.5661,3.492,2027.5,within lifetime
EU27,toyota,NL,PROACE,BEV,S2,110,2309.5653,9.773,2033.8,within lifetime
EU27,toyota,NL,PROACE CITY VERSO,ICE,S2,9,-26540.705,,,crossover before sale year (product already above benchmark at t=0)
EU27,toyota,NL,PROACE CITY VERSO ELECTRIC,BEV,S2,7,4314.5576,15.058,2039.1,within lifetime
EU27,toyota,NL,TOYOTA AYGO X,ICE,S2,7871,-17364.9388,,,crossover before sale year (product already above benchmark at t=0)
